# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
79	Nanga	ANIMAL	gàsɛ̀gɛ́	ɡ a ¹ s ɛ ¹ ɡ ɛ ⁵	70	ɡ a ¹ - - - - - - - - - - - s ɛ ¹ ɡ ɛ ⁵	1 7 8 3 7 8 1 7 8	AXTBYTBYT	KA6SE6KE6	24	24.K.C 24.A.V 24.6.T 24.S.C 24.E.V 24.6.T 24.K.C 24.E.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
80	Penange	ANIMAL	dá:bá	d aː ⁵ b a ⁵	62	d aː ⁵ b a ⁵ -	1 7 8 1 7 8	AXTBYT	TA6PA6	25	25.T.C 25.A.V 25.6.T 25.P.C 25.A.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
81	Perge_Tegu	ANIMAL	àsɛ̀gɛ́	a ¹ s ɛ ¹ ɡ ɛ ⁵	70	- - - - - - - - a ¹ - - - - s ɛ ¹ ɡ ɛ ⁵	7 8 3 7 8 1 7 8	XTBYTBYT	A6SE6KE6	26	26.A.V 26.6.T 26.S.C 26.E.V 26.6.T 26.K.C 26.E.V 26.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
82	Songhai_Kiini	ANIMAL	dá:bbà	d aː ⁵ b b a ¹	78	d aː ⁵ b b a ¹	1 7 8 1 1 7 8	AXTMBYT	TA6PPA6	27	27.T.C 27.A.V 27.6.T 27.P.c 27.P.C 27.A.V 27.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
83	Songhai_Senni	ANIMAL	dá:bbà:	d aː ⁵ b b aː ¹	79	d aː ⁵ b b aː ¹	1 7 8 1 1 7 8	AXTMBYT	TA6PPA6	28	28.T.C 28.A.V 28.6.T 28.P.c 28.P.C 28.A.V 28.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
84	Tebul_Ure	ANIMAL	àsɛ̀gɛ́	a ¹ s ɛ ¹ ɡ ɛ ⁵	70	- - - - - - - - a ¹ - - - - s ɛ ¹ ɡ ɛ ⁵	7 8 3 7 8 1 7 8	XTBYTBYT	A6SE6KE6	30	30.A.V 30.6.T 30.S.C 30.E.V 30.6.T 30.K.C 30.E.V 30.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
85	Tiranige_Diga	ANIMAL	bèl	b e ¹ l	67	b e ¹ l - - - - -	1 7 8 5	AXTN	PE6L	31	31.P.C 31.E.V 31.6.T 31.L.c	1.6 3.0 1.0 0.5	0
86	Togo_Kan	ANIMAL	gìrⁿí_árúsɛ̀gɛ̀	ɡ i ¹ r̃ ∼ i ⁵ _ a ⁵ r u ⁵ s ɛ ¹ ɡ ɛ ¹	70	ɡ i ¹ r̃ ∼ i ⁵ _ a ⁵ r u ⁵ - s ɛ ¹ ɡ ɛ ¹	1 7 8 5 4 7 8 9 7 8 5 7 8 3 7 8 1 7 8	AXTMBYT_XTBYTBYTBYT	KI6R9I6_A6RY6SE6KE6	32	32.K.C 32.I.V 32.6.T 32.R.c 32.9.C 32.I.V 32.6.T 32._._ 32.A.V 32.6.T 32.R.C 32.Y.V 32.6.T 32.S.C 32.E.V 32.6.T 32.K.C 32.E.V 32.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
87	Tommo_So	ANIMAL	bɛ̀lú	b ɛ ¹ l u ⁵	67	b ɛ ¹ l u ⁵ - - -	1 7 8 5 7 8	AXTBYT	PE6LY6	33	33.P.C 33.E.V 33.6.T 33.L.C 33.Y.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
88	Toro_Tegu	ANIMAL	àrùzàká	a ¹ r u ¹ z a ¹ k a ⁵	70	- - - - - - - - a ¹ r u ¹ - z a ¹ k a ⁵	7 8 5 7 8 3 7 8 1 7 8	XTBYTBYTBYT	A6RY6SA6KA6	36	36.A.V 36.6.T 36.R.C 36.Y.V 36.6.T 36.S.C 36.A.V 36.6.T 36.K.C 36.A.V 36.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
89	Yanda_Dom	ANIMAL	àzɛ̀gɛ̀	a ¹ z ɛ ¹ ɡ ɛ ¹	70	- - - - - - - - a ¹ - - - - z ɛ ¹ ɡ ɛ ¹	7 8 3 7 8 1 7 8	XTBYTBYT	A6SE6KE6	37	37.A.V 37.6.T 37.S.C 37.E.V 37.6.T 37.K.C 37.E.V 37.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
90	Yorno_So	ANIMAL	àrùsɛ̀gɛ́	a ¹ r u ¹ s ɛ ¹ ɡ ɛ ⁵	70	- - - - - - - - a ¹ r u ¹ - s ɛ ¹ ɡ ɛ ⁵	7 8 5 7 8 3 7 8 1 7 8	XTBYTBYTBYT	A6RY6SE6KE6	38	38.A.V 38.6.T 38.R.C 38.Y.V 38.6.T 38.S.C 38.E.V 38.6.T 38.K.C 38.E.V 38.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
#
91	Bambara	ANSWER	lámìnɛ́	l a ⁵ m i ¹ n ɛ ⁵	80	l a ⁵ m i ¹ n ɛ ⁵	5 7 8 4 7 8 4 7 8	AXTBYTBYT	LA6MI6NE6	2	2.L.C 2.A.V 2.6.T 2.M.C 2.I.V 2.6.T 2.N.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
92	Bangime	ANSWER	yòò-rò	j oː ¹ + r o ¹	81	j oː ¹ + r o ¹	6 7 8 9 5 7 8	AXT_AXT	JU6_RU6	3	3.J.C 3.U.V 3.6.T 3._._ 3.R.C 3.U.V 3.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
93	Bankan_Tey	ANSWER	kísɛ́	k i ⁵ s ɛ ⁵	82	k i ⁵ s ɛ ⁵	1 7 8 3 7 8	AXTBYT	KI6SE6	4	4.K.C 4.I.V 4.6.T 4.S.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
94	Ben_Tey	ANSWER	sá	s a ⁵	98	s a ⁵ - - -	3 7 8	AXT	SA6	5	5.S.C 5.A.V 5.6.T	1.6 3.0 1.0	0
95	Bunoge	ANSWER	kíjɛ̀	k i ⁵ dʒ ɛ ¹	82	k i ⁵ dʒ ɛ ¹	1 7 8 1 7 8	AXTBYT	KI6TE6	15	15.K.C 15.I.V 15.6.T 15.T.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
96	Dogul_Dom	ANSWER	kísɛ̀	k i ⁵ s ɛ ¹	82	k i ⁵ s ɛ ¹	1 7 8 3 7 8	AXTBYT	KI6SE6	16	16.K.C 16.I.V 16.6.T 16.S.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
97	Gourou	ANSWER	ká:sá:	k aː ⁵ s aː ⁵	82	k aː ⁵ s aː ⁵	1 7 8 3 7 8	AXTBYT	KA6SA6	19	19.K.C 19.A.V 19.6.T 19.S.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
98	Jamsay	ANSWER	sá:	s aː ⁵	98	s aː ⁵ - - -	3 7 8	AXT	SA6	20	20.S.C 20.A.V 20.6.T	1.6 3.0 1.0	0
99	Mombo	ANSWER	ábú-lè	a ⁵ b u ⁵ + l e ¹	88	a ⁵ b u ⁵ + l e ¹	7 8 1 7 8 9 5 7 8	XTBYT_AXT	A6PY6_LE6	22	22.A.V 22.6.T 22.P.C 22.Y.V 22.6.T 22._._ 22.L.C 22.E.V 22.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
100	Nanga	ANSWER	sá:	s aː ⁵	98	s aː ⁵ - - -	3 7 8	AXT	SA6	24	24.S.C 24.A.V 24.6.T	1.6 3.0 1.0	0
101	Penange	ANSWER	kíjɛ́	k i ⁵ dʒ ɛ ⁵	82	k i ⁵ dʒ ɛ ⁵	1 7 8 1 7 8	AXTBYT	KI6TE6	25	25.K.C 25.I.V 25.6.T 25.T.C 25.E.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
102	Perge_Tegu	ANSWER	sá:	s aː ⁵	98	s aː ⁵ - - -	3 7 8	AXT	SA6	26	26.S.C 26.A.V 26.6.T	1.6 3.0 1.0	0
103	Songhai_Kiini	ANSWER	tù:	t uː ¹	92	t uː ¹ - - -	1 7 8	AXT	TY6	27	27.T.C 27.Y.V 27.6.T	1.6 3.0 1.0	0
104	Songhai_Senni	ANSWER	tùrù	t u ¹ r u ¹	92	t u ¹ r u ¹	1 7 8 5 7 8	AXTBYT	TY6RY6	28	28.T.C 28.Y.V 28.6.T 28.R.C 28.Y.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
105	Soninke	ANSWER	ɲímí	ɲ i ⁵ m i ⁵	94	ɲ i ⁵ m i ⁵	4 7 8 4 7 8	AXTBYT	NI6MI6	29	29.N.C 29.I.V 29.6.T 29.M.C 29.I.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
106	Tebul_Ure	ANSWER	sá:m	s aː ⁵ m	98	s aː ⁵ m - -	3 7 8 4	AXTN	SA6M	30	30.S.C 30.A.V 30.6.T 30.M.c	1.6 3.0 1.0 0.5	0
107	Tiranige_Diga	ANSWER	cígírɔ́	tʃ i ⁵ ɡ i ⁵ r ɔ ⁵	96	tʃ i ⁵ ɡ i ⁵ r ɔ ⁵	1 7 8 1 7 8 5 7 8	AXTBYTBYT	TI6KI6RU6	31	31.T.C 31.I.V 31.6.T 31.K.C 31.I.V 31.6.T 31.R.C 31.U.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
108	Togo_Kan	ANSWER	sá:	s aː ⁵	98	s aː ⁵ - - -	3 7 8	AXT	SA6	32	32.S.C 32.A.V 32.6.T	1.6 3.0 1.0	0
109	Tommo_So	ANSWER	sáwá	s a ⁵ w a ⁵	98	s a ⁵ w a ⁵	3 7 8 6 7 8	AXTBYT	SA6WA6	33	33.S.C 33.A.V 33.6.T 33.W.C 33.A.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
110	Tomo_Kan	ANSWER	sáwá	s a ⁵ w a ⁵	98	s a ⁵ w a ⁵	3 7 8 6 7 8	AXTBYT	SA6WA6	34	34.S.C 34.A.V 34.6.T 34.W.C 34.A.V 34.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
111	Toro_Tegu	ANSWER	císú	tʃ i ⁵ s u ⁵	101	tʃ i ⁵ s u ⁵	1 7 8 3 7 8	AXTBYT	TI6SY6	36	36.T.C 36.I.V 36.6.T 36.S.C 36.Y.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
112	Toro_So	ANSWER	sáá	s aː ⁵	98	s aː ⁵ - - -	3 7 8	AXT	SA6	35	35.S.C 35.A.V 35.6.T	1.6 3.0 1.0	0
113	Yanda_Dom	ANSWER	m̀bò_sá:	m ¹ b o ¹ _ s aː ⁵	102	m ¹ b o ¹ _ s aː ⁵	4 8 1 7 8 9 3 7 8	ATBYT_AXT	M6PU6_SA6	37	37.M.C 37.6.T 37.P.C 37.U.V 37.6.T 37._._ 37.S.C 37.A.V 37.6.T	1.6 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
114	Yorno_So	ANSWER	sá:	s aː ⁵	98	s aː ⁵ - - -	3 7 8	AXT	SA6	38	38.S.C 38.A.V 38.6.T	1.6 3.0 1.0	0
#
115	Bangime	ARMPIT	kōmpàà	k o ³ m p aː ¹	103	k o ³ m p aː ¹	1 7 8 4 1 7 8	AXTMBYT	KU6MPA6	3	3.K.C 3.U.V 3.6.T 3.M.c 3.P.C 3.A.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
116	Bankan_Tey	ARMPIT	ár_kɛ́ndɛ̀	a ⁵ r _ k ɛ ⁵ n d ɛ ¹	104	a ⁵ r _ k ɛ ⁵ n d ɛ ¹	7 8 5 9 1 7 8 4 1 7 8	XTN_AXTMBYT	A6R_KE6NTE6	4	4.A.V 4.6.T 4.R.c 4._._ 4.K.C 4.E.V 4.6.T 4.N.c 4.T.C 4.E.V 4.6.T	3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
117	Ben_Tey	ARMPIT	àr_kɛ́lɛ̀	a ¹ r _ k ɛ ⁵ l ɛ ¹	104	a ¹ r _ k ɛ ⁵ - l ɛ ¹	7 8 5 9 1 7 8 5 7 8	XTN_AXTBYT	A6R_KE6LE6	5	5.A.V 5.6.T 5.R.c 5._._ 5.K.C 5.E.V 5.6.T 5.L.C 5.E.V 5.6.T	3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
118	Bozo_Hainyaxo	ARMPIT	kabaa_tiⁿmɔ	k a b a a _ t ĩ m ɔ	106	k a b a a _ t ĩ m ɔ	1 7 1 7 7 9 1 7 4 7	AXBYZ_AXBZ	KAPAA_TIMU	7	7.K.C 7.A.V 7.P.C 7.A.V 7.A.V 7._._ 7.T.C 7.I.V 7.M.C 7.U.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	0
119	Dogul_Dom	ARMPIT	kárà_kàrà	k a ⁵ r a ¹ _ k a ¹ r a ¹	107	k a ⁵ r a ¹ _ k a ¹ r a ¹ - - - - - - - -	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KA6RA6_KA6RA6	16	16.K.C 16.A.V 16.6.T 16.R.C 16.A.V 16.6.T 16._._ 16.K.C 16.A.V 16.6.T 16.R.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
120	Donno_So	ARMPIT	kárù_kàrù	k a ⁵ r u ¹ _ k a ¹ r u ¹	107	k a ⁵ r u ¹ _ k a ¹ r u ¹ - - - - - - - -	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KA6RY6_KA6RY6	17	17.K.C 17.A.V 17.6.T 17.R.C 17.Y.V 17.6.T 17._._ 17.K.C 17.A.V 17.6.T 17.R.C 17.Y.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
121	Fulfulde	ARMPIT	nawki	n a w k i	109	n a w k i	4 7 6 1 7	AXMBZ	NAWKI	18	18.N.C 18.A.V 18.W.c 18.K.C 18.I.V	2.0 1.5 1.1 1.75 0.8	0
122	Gourou	ARMPIT	kì_kàrá	k i ¹ _ k a ¹ r a ⁵	107	k i ¹ - - - _ k a ¹ r a ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KI6_KA6RA6	19	19.K.C 19.I.V 19.6.T 19._._ 19.K.C 19.A.V 19.6.T 19.R.C 19.A.V 19.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
123	Jamsay	ARMPIT	kì_kàrá	k i ¹ _ k a ¹ r a ⁵	107	k i ¹ - - - _ k a ¹ r a ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KI6_KA6RA6	20	20.K.C 20.I.V 20.6.T 20._._ 20.K.C 20.A.V 20.6.T 20.R.C 20.A.V 20.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
124	Jenaama	ARMPIT	kɛ̄lɛ̄mù	k ɛ ³ l ɛ ³ m u ¹	112	k ɛ ³ l ɛ ³ m u ¹	1 7 8 5 7 8 4 7 8	AXTBYTBYT	KE6LE6MY6	21	21.K.C 21.E.V 21.6.T 21.L.C 21.E.V 21.6.T 21.M.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
125	Mombo	ARMPIT	kárá_kárá_súgù	k a ⁵ r a ⁵ _ k a ⁵ r a ⁵ _ s u ⁵ ɡ u ¹	107	k a ⁵ r a ⁵ _ k a ⁵ r a ⁵ _ s u ⁵ ɡ u ¹ -	1 7 8 5 7 8 9 1 7 8 5 7 8 9 3 7 8 1 7 8	AXTBYT_AXTBYT_AXTBYT	KA6RA6_KA6RA6_SY6KY6	22	22.K.C 22.A.V 22.6.T 22.R.C 22.A.V 22.6.T 22._._ 22.K.C 22.A.V 22.6.T 22.R.C 22.A.V 22.6.T 22._._ 22.S.C 22.Y.V 22.6.T 22.K.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
126	Najamba	ARMPIT	kà_kàrâ:_kùl	k a ¹ _ k a ¹ r aː ⁵¹ _ k u ¹ l	107	k a ¹ - - - _ k a ¹ r aː ⁵¹ _ - - - k u ¹ l	1 7 8 9 1 7 8 5 7 8 9 1 7 8 5	AXT_AXTBYT_AXTN	KA6_KA6RA3_KY6L	23	23.K.C 23.A.V 23.6.T 23._._ 23.K.C 23.A.V 23.6.T 23.R.C 23.A.V 23.3.T 23._._ 23.K.C 23.Y.V 23.6.T 23.L.c	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
127	Nanga	ARMPIT	ɛ̀rɛ̀_kɛ̀ndɛ̂	ɛ ¹ r ɛ ¹ _ k ɛ ¹ n d ɛ ¹⁵	115	ɛ ¹ r ɛ ¹ _ k ɛ ¹ n d ɛ ¹⁵	7 8 5 7 8 9 1 7 8 4 1 7 8	XTBYT_AXTMBYT	E6RE6_KE6NTE2	24	24.E.V 24.6.T 24.R.C 24.E.V 24.6.T 24._._ 24.K.C 24.E.V 24.6.T 24.N.c 24.T.C 24.E.V 24.2.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
128	Penange	ARMPIT	kàrà_kàrà	k a ¹ r a ¹ _ k a ¹ r a ¹	107	k a ¹ r a ¹ _ k a ¹ r a ¹ - - - - - - - -	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KA6RA6_KA6RA6	25	25.K.C 25.A.V 25.6.T 25.R.C 25.A.V 25.6.T 25._._ 25.K.C 25.A.V 25.6.T 25.R.C 25.A.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
129	Perge_Tegu	ARMPIT	kà_kàrá	k a ¹ _ k a ¹ r a ⁵	107	k a ¹ - - - _ k a ¹ r a ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KA6_KA6RA6	26	26.K.C 26.A.V 26.6.T 26._._ 26.K.C 26.A.V 26.6.T 26.R.C 26.A.V 26.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
130	Songhai_Kiini	ARMPIT	fátò	f a ⁵ t o ¹	118	f a ⁵ t o ¹	3 7 8 1 7 8	AXTBYT	BA6TU6	27	27.B.C 27.A.V 27.6.T 27.T.C 27.U.V 27.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
131	Songhai_Senni	ARMPIT	fàtò	f a ¹ t o ¹	118	f a ¹ t o ¹	3 7 8 1 7 8	AXTBYT	BA6TU6	28	28.B.C 28.A.V 28.6.T 28.T.C 28.U.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
132	Tebul_Ure	ARMPIT	kà_kàrá	k a ¹ _ k a ¹ r a ⁵	107	k a ¹ - - - _ k a ¹ r a ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KA6_KA6RA6	30	30.K.C 30.A.V 30.6.T 30._._ 30.K.C 30.A.V 30.6.T 30.R.C 30.A.V 30.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
133	Tiranige_Diga	ARMPIT	kàrà_kàrà	k a ¹ r a ¹ _ k a ¹ r a ¹	107	k a ¹ r a ¹ _ k a ¹ r a ¹ - - - - - - - -	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KA6RA6_KA6RA6	31	31.K.C 31.A.V 31.6.T 31.R.C 31.A.V 31.6.T 31._._ 31.K.C 31.A.V 31.6.T 31.R.C 31.A.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
134	Togo_Kan	ARMPIT	kà_kàrá	k a ¹ _ k a ¹ r a ⁵	107	k a ¹ - - - _ k a ¹ r a ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KA6_KA6RA6	32	32.K.C 32.A.V 32.6.T 32._._ 32.K.C 32.A.V 32.6.T 32.R.C 32.A.V 32.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
135	Tommo_So	ARMPIT	ká_kárú	k a ⁵ _ k a ⁵ r u ⁵	107	k a ⁵ - - - _ k a ⁵ r u ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KA6_KA6RY6	33	33.K.C 33.A.V 33.6.T 33._._ 33.K.C 33.A.V 33.6.T 33.R.C 33.Y.V 33.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
136	Tomo_Kan	ARMPIT	kì_kàrà	k i ¹ _ k a ¹ r a ¹	107	k i ¹ - - - _ k a ¹ r a ¹ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KI6_KA6RA6	34	34.K.C 34.I.V 34.6.T 34._._ 34.K.C 34.A.V 34.6.T 34.R.C 34.A.V 34.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
137	Toro_Tegu	ARMPIT	ìr_kílá	i ¹ r _ k i ⁵ l a ⁵	104	i ¹ r _ k i ⁵ - l a ⁵	7 8 5 9 1 7 8 5 7 8	XTN_AXTBYT	I6R_KI6LA6	36	36.I.V 36.6.T 36.R.c 36._._ 36.K.C 36.I.V 36.6.T 36.L.C 36.A.V 36.6.T	3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
138	Yanda_Dom	ARMPIT	kà_gádà	k a ¹ _ ɡ a ⁵ d a ¹	107	k a ¹ - - - _ ɡ a ⁵ d a ¹ - - - - - - - -	1 7 8 9 1 7 8 1 7 8	AXT_AXTBYT	KA6_KA6TA6	37	37.K.C 37.A.V 37.6.T 37._._ 37.K.C 37.A.V 37.6.T 37.T.C 37.A.V 37.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
139	Yorno_So	ARMPIT	kí_kárú	k i ⁵ _ k a ⁵ r u ⁵	107	k i ⁵ - - - _ k a ⁵ r u ⁵ - - - - - - - -	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KI6_KA6RY6	38	38.K.C 38.I.V 38.6.T 38._._ 38.K.C 38.A.V 38.6.T 38.R.C 38.Y.V 38.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
140	Toro_So	ARMPIT	gáná	ɡ a ⁵ n a ⁵	125	ɡ a ⁵ n a ⁵	1 7 8 4 7 8	AXTBYT	KA6NA6	35	35.K.C 35.A.V 35.6.T 35.N.C 35.A.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
141	Bangime	ARRIVE	twàà-rà	t w aː ¹ + r a ¹	126	t w aː ¹ + r a ¹	1 6 7 8 9 5 7 8	ACXT_AXT	TWA6_RA6	3	3.T.C 3.W.C 3.A.V 3.6.T 3._._ 3.R.C 3.A.V 3.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0
142	Bankan_Tey	ARRIVE	dɔ́	d ɔ ⁵	127	d ɔ ⁵	1 7 8	AXT	TU6	4	4.T.C 4.U.V 4.6.T	1.6 3.0 1.0	0
143	Ben_Tey	ARRIVE	dɔ̌	d ɔ ¹⁵	127	d ɔ ¹⁵	1 7 8	AXT	TU2	5	5.T.C 5.U.V 5.2.T	1.6 3.0 1.0	0
144	Bozo_Debo	ARRIVE	be	b e	129	b e	1 7	AX	PE	6	6.P.C 6.E.V	2.0 1.5	0
145	Bozo_Korondougou_nord	ARRIVE	be	b e	129	b e	1 7	AX	PE	8	8.P.C 8.E.V	2.0 1.5	0
146	Bozo_Korondougou_sud	ARRIVE	be	b e	129	b e	1 7	AX	PE	9	9.P.C 9.E.V	2.0 1.5	0
147	Bunoge	ARRIVE	dín-nɛ̀	d i ⁵ n + n ɛ ¹	132	d i ⁵ n + n ɛ ¹	1 7 8 4 9 4 7 8	AXTN_AXT	TI6N_NE6	15	15.T.C 15.I.V 15.6.T 15.N.c 15._._ 15.N.C 15.E.V 15.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
148	Dogul_Dom	ARRIVE	dèé	d eː ¹⁵	127	d eː ¹⁵	1 7 8	AXT	TE2	16	16.T.C 16.E.V 16.2.T	1.6 3.0 1.0	0
149	Fulfulde	ARRIVE	yottaa-de	j o t t a a + d e	134	j o t t a a + d e	6 7 1 1 7 7 9 1 7	AXMBYZ_AX	JUTTAA_TE	18	18.J.C 18.U.V 18.T.c 18.T.C 18.A.V 18.A.V 18._._ 18.T.C 18.E.V	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5	0
150	Gourou	ARRIVE	dɔ́:	d ɔː	127	d ɔː -	1 7	AX	TU	19	19.T.C 19.U.V	2.0 1.5	0
151	Jamsay	ARRIVE	dɔ̌:	d ɔː ¹⁵	127	d ɔː ¹⁵	1 7 8	AXT	TU2	20	20.T.C 20.U.V 20.2.T	1.6 3.0 1.0	0
152	Jenaama	ARRIVE	kìyɛ̀wⁿ	k i ¹ j ɛ ¹ w̃ ∼	137	k i ¹ j ɛ ¹ w̃ ∼	1 7 8 6 7 8 6 4	AXTBYTLN	KI6JE6W9	21	21.K.C 21.I.V 21.6.T 21.J.C 21.E.V 21.6.T 21.W.c 21.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0
153	Mombo	ARRIVE	dín-yɛ̂:	d i ⁵ n + j ɛː ⁵¹	132	d i ⁵ n + j ɛː ⁵¹	1 7 8 4 9 6 7 8	AXTN_AXT	TI6N_JE3	22	22.T.C 22.I.V 22.6.T 22.N.c 22._._ 22.J.C 22.E.V 22.3.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
154	Najamba	ARRIVE	dw-ɛ̂:	d w + ɛː ⁵¹	139	d w + ɛː ⁵¹	1 6 9 7 8	AC_XT	TW_E3	23	23.T.C 23.W.C 23._._ 23.E.V 23.3.T	1.6 1.2 0.0 3.0 1.0	0
155	Nanga	ARRIVE	dɔ̌:	d ɔː ¹⁵	127	d ɔː ¹⁵	1 7 8	AXT	TU2	24	24.T.C 24.U.V 24.2.T	1.6 3.0 1.0	0
156	Penange	ARRIVE	túb-yɛ̀	t u ⁵ b + j ɛ ¹	141	t u ⁵ b + j ɛ ¹	1 7 8 1 9 6 7 8	AXTN_AXT	TY6P_JE6	25	25.T.C 25.Y.V 25.6.T 25.P.c 25._._ 25.J.C 25.E.V 25.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
157	Perge_Tegu	ARRIVE	dɔ̌:	d ɔː ¹⁵	127	d ɔː ¹⁵	1 7 8	AXT	TU2	26	26.T.C 26.U.V 26.2.T	1.6 3.0 1.0	0
