ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA	ALIGNMENT
52428	God, Allah	Dieu, Allah	Donno_So	Donno So	àmbá	àmbá	a ¹ m b a ⁵	god	dieu	religion.religious being	religion.être religieux	1944	GOD	a¹mba⁵	- a ¹ mb a ⁵
52429	God, Allah	Dieu, Allah	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ámà	ámà	a ⁵ m a ¹	god	dieu	religion.religious being	religion.être religieux	1944	GOD	a⁵ma¹	- a ⁵ m a ¹
52441	God, Allah	Dieu, Allah	Tiranige_Boui	Tiranige (Boui, JH)	á:	á:	aː ⁵	god	dieu	religion.religious being	religion.être religieux	1944	GOD	aː⁵	- aː ⁵ 
52442	God, Allah	Dieu, Allah	Mombo_Songho	Mombo (Songho, KP)	ámánà	ámánà	a ⁵ m a ⁵ n a ¹	god	dieu	religion.religious being	religion.être religieux	1944	GOD	a⁵ma⁵na¹	- a ⁵ m a ⁵ + n a ¹ 
52444	God, Allah	Dieu, Allah	Penange_Pinia	Penange (Pinia)	àmànà (ɲ-)	àmànà	a ¹ m a ¹ n a ¹	god	dieu	religion.religious being	religion.être religieux	1944	GOD	a¹ma¹na¹	- a ¹ m a ¹ + n a ¹ 
#															
44262	always	toujours	Donno_So	Donno So	bǎy wôy	bǎy_wôy	b a ¹⁵ j _ w o ⁵¹ j	always	toujours	time.always	temps.toujours	1676	ALWAYS	ba¹⁵j_wo⁵¹j	b a ¹⁵ j wo ⁵¹ + j -
44263	always	toujours	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	já:, já: mà já:, dògùrù kâ:ⁿ	já:	j aː ⁵	always	toujours	time.always	temps.toujours	1676	ALWAYS	jaː⁵	j aː ⁵ 
44274	always	toujours	Tiranige_Boui	Tiranige (Boui, JH)	wàkàtì címà	wàkàtì_címà	w a ¹ k a ¹ t i ¹ _ tʃ i ⁵ m a ¹	always	toujours	time.always	temps.toujours	1676	ALWAYS	wa¹ka¹ti¹_tʃi⁵ma¹	w a ¹ k a ¹ + t i ¹ + tʃ i ⁵ + m a ¹ 
44275	always	toujours	Mombo_Songho	Mombo (Songho, KP)	wàgàrù sélé:	wàgàrù_sélé:	w a ¹ ɡ a ¹ r u ¹ _ s e ⁵ l eː ⁵	always	toujours	time.always	temps.toujours	1676	ALWAYS	wa¹ɡa¹ru¹_se⁵leː⁵	w a ¹ ɡ a ¹ + r u ¹ + s e ⁵ + l eː ⁵ 
#															
62033	answer, reply to (sb)	répondre à (qn)	Donno_So	Donno So	yàbìl-ɛ́:-	yàbìl-ɛ́:-	j a ¹ b i ¹ l + ɛː ⁵	reply, answer, respond	répondre	talk.reply	parole.répondre	1275	ANSWER	ja¹bi¹l+ɛː⁵	j a ¹ ɡ i ¹ l + i ¹ j ⁵
62034	answer, reply to (sb)	répondre à (qn)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sá:, ká: sá:	sá:	s aː ⁵	reply, answer, respond	répondre	talk.reply	parole.répondre	1275	ANSWER	saː⁵	s aː ⁵ 
62045	answer, reply to (sb)	répondre à (qn)	Tiranige_Boui	Tiranige (Boui, JH)	cígírɔ́	cígírɔ́	tʃ i ⁵ ɡ i ⁵ r ɔ ⁵	reply, answer, respond	répondre	talk.reply	parole.répondre	1275	ANSWER	tʃi⁵ɡi⁵rɔ⁵	tʃ i ⁵ ɡ i ⁵ + r ɔ ⁵ 
62046	answer, reply to (sb)	répondre à (qn)	Mombo_Songho	Mombo (Songho, KP)	ábúlè, kízɛ́	ábúlè	a ⁵ b u ⁵ l e ¹	reply, answer, respond	répondre	talk.reply	parole.répondre	1275	ANSWER	a⁵bu⁵le¹	- a ⁵ b u ⁵ + l e ¹ 
62048	answer, reply to (sb)	répondre à (qn)	Penange_Pinia	Penange (Pinia)	kíjɛ́, jámbé	kíjɛ́	k i ⁵ j ɛ ⁵	reply, answer, respond	répondre	talk.reply	parole.répondre	1275	ANSWER	ki⁵jɛ⁵	k i ⁵ j ɛ ⁵
#															
5241	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	Donno_So	Donno So	nùmɔ̀-[kárù-kàrù]	nùmɔ̀-	n u ¹ m ɔ ¹	armpit	aisselle	body.arm	corps.bras	1886	ARMPIT	nu¹mɔ¹	n u ¹ m ɔ ¹
5242	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kì-kàrá	kì-kàrá	k i ¹ + k a ¹ r a ⁵	armpit	aisselle	body.arm	corps.bras	1886	ARMPIT	ki¹+ka¹ra⁵	k i ¹ k a ¹ + r a ⁵ 
5248	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	kì-kàrà	kì-kàrà	k i ¹ + k a ¹ r a ¹	armpit	aisselle	body.arm	corps.bras	1886	ARMPIT	ki¹+ka¹ra¹	k i ¹ k a ¹ + r a ¹ 
5255	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	Tiranige_Boui	Tiranige (Boui, JH)	kàrà-kàrà	kàrà-kàrà	k a ¹ r a ¹ + k a ¹ r a ¹	armpit	aisselle	body.arm	corps.bras	1886	ARMPIT	ka¹ra¹+ka¹ra¹	k a ¹ r a ¹ + k a ¹ + r a ¹
5256	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	Mombo_Songho	Mombo (Songho, KP)	kárá-kárá súgù, kárákárá	kárá-kárá_súgù	k a ⁵ r a ⁵ + k a ⁵ r a ⁵ _ s u ⁵ ɡ u ¹	armpit	aisselle	body.arm	corps.bras	1886	ARMPIT	ka⁵ra⁵+ka⁵ra⁵_su⁵ɡu¹	k a ⁵ r a ⁵ + k a ⁵ + r a ⁵ + s u ⁵ ɡ u ¹ 
5258	armpit, underarm (where infant is grabbed)	aisselle (où on prend un enfant)	Penange_Pinia	Penange (Pinia)	kàrà-kàrà, kàrà-kàrà súgù	kàrà-kàrà	k a ¹ r a ¹ + k a ¹ r a ¹	armpit	aisselle	body.arm	corps.bras	1886	ARMPIT	ka¹ra¹+ka¹ra¹	k a ¹ r a ¹ + k a ¹ + r a ¹
#															
85898	arrive at, reach	arriver à, atteindre	Donno_So	Donno So	dɔ̌:	dɔ̌:	d ɔ̌ː ¹⁵	arrive, reach	arriver, atteindre	motion.arrive	mouvement.arriver	1387	ARRIVE	dɔ̌ː¹⁵	d ɔː ¹⁵ 
85899	arrive at, reach	arriver à, atteindre	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dɔ̌:	dɔ̌:	d ɔ̌ː ¹⁵	arrive, reach	arriver, atteindre	motion.arrive	mouvement.arriver	1387	ARRIVE	dɔ̌ː¹⁵	d ɔː ¹⁵ 
85910	arrive at, reach	arriver à, atteindre	Tiranige_Boui	Tiranige (Boui, JH)	áyó	áyó	a ⁵ j o ⁵	arrive, reach	arriver, atteindre	motion.arrive	mouvement.arriver	1387	ARRIVE	a⁵jo⁵	- a ⁵ - - - + j o ⁵ 
85911	arrive at, reach	arriver à, atteindre	Mombo_Songho	Mombo (Songho, KP)	dínyɛ̂:	dínyɛ̂:	d i ⁵ n j ɛː ⁵¹	arrive, reach	arriver, atteindre	motion.arrive	mouvement.arriver	1387	ARRIVE	di⁵njɛː⁵¹	d i ⁵ n - - + j ɛː ⁵¹ 
85913	arrive at, reach	arriver à, atteindre	Penange_Pinia	Penange (Pinia)	túbyɛ̀	túbyɛ̀	t u ⁵ b j ɛ ¹	arrive, reach	arriver, atteindre	motion.arrive	mouvement.arriver	1387	ARRIVE	tu⁵bjɛ¹	t u ⁵ b - - + j ɛ ¹ 
#															
3988	back (body)	dos	Donno_So	Donno So	ùnnú	ùnnú	u ¹ n n u ⁵	back	dos	body.torso	corps.torse	1291	BACK	u¹nnu⁵	- u ¹ nː u ⁵
3989	back (body)	dos	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	gǔn, gùn-cɛ́nɛ́	gǔn	ɡ u ¹⁵ n	back	dos	body.torso	corps.torse	1291	BACK	ɡu¹⁵n	ɡ u ¹⁵ n
3996	back (body)	dos	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	dògòlò	dògòlò	d o ¹ ɡ o ¹ l o ¹	back	dos	body.torso	corps.torse	1291	BACK	do¹ɡo¹lo¹	d o ¹ ɡ o ¹ + l o ¹
4004	back (body)	dos	Tiranige_Boui	Tiranige (Boui, JH)	túnú	túnú	t u ⁵ n u ⁵	back	dos	body.torso	corps.torse	1291	BACK	tu⁵nu⁵	t u ⁵ n u ⁵
4005	back (body)	dos	Mombo_Songho	Mombo (Songho, KP)	túndú	túndú	t u ⁵ n d u ⁵	back	dos	body.torso	corps.torse	1291	BACK	tu⁵ndu⁵	t u ⁵ nd u ⁵
4007	back (body)	dos	Penange_Pinia	Penange (Pinia)	túndú	túndú	t u ⁵ n d u ⁵	back	dos	body.torso	corps.torse	1291	BACK	tu⁵ndu⁵	t u ⁵ nd u ⁵
#															
96584	bad, no good	mauvais	Donno_So	Donno So	pà:dɛ̂:	pà:dɛ̂:	p aː ¹ d ɛː ⁵¹	bad	mauvais	good/bad.bad	bon/mauvais.mauvais	1292	BAD	paː¹dɛː⁵¹	p aː ¹ d ɛː ⁵¹
96585	bad, no good	mauvais	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	mɔ̀ɲú	mɔ̀ɲú	m ɔ ¹ ɲ u ⁵	bad	mauvais	good/bad.bad	bon/mauvais.mauvais	1292	BAD	mɔ¹ɲu⁵	m ɔ ¹ ɲ u ⁵
96597	bad, no good	mauvais	Tiranige_Boui	Tiranige (Boui, JH)	mɔ́:-ná	mɔ́:-ná	m ɔ́ː + n a ⁵	bad	mauvais	good/bad.bad	bon/mauvais.mauvais	1292	BAD	mɔ́ː+na⁵	m ɔː ⁵ n a ⁵
96598	bad, no good	mauvais	Mombo_Songho	Mombo (Songho, KP)	yá:lá	yá:lá	j aː ⁵ l a ⁵	bad	mauvais	good/bad.bad	bon/mauvais.mauvais	1292	BAD	jaː⁵la⁵	j aː ⁵ l a ⁵
96600	bad, no good	mauvais	Penange_Pinia	Penange (Pinia)	ɲàm, pɔ́:lɔ́ wǒl-gà	ɲàm	ɲ a ¹ m	bad	mauvais	good/bad.bad	bon/mauvais.mauvais	1292	BAD	ɲa¹m	ɲ a ¹ m - -
#															
19516	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	Donno_So	Donno So	kɔ́rgɔ̀ pága	kɔ́rgɔ̀_pága	k ɔ ⁵ r ɡ ɔ ¹ _ p a ⁵ ɡ a	fasting	jeûne	eat.fasting	manger.jeûner	303	ABSTAIN FROM FOOD	kɔ⁵rɡɔ¹_pa⁵ɡa	k ɔ ⁵ r - ɡ + - ɔ ¹ + p a ⁵ + ɡ a - 
19517	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ká: páɣá	ká:_páɣá	k aː ⁵ _ p a ⁵ ɣ a ⁵	fasting	jeûne	eat.fasting	manger.jeûner	303	ABSTAIN FROM FOOD	kaː⁵_pa⁵ɣa⁵	k aː ⁵ - - - + - - - + p a ⁵ + ɣ a ⁵ 
19528	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	Tiranige_Boui	Tiranige (Boui, JH)	ɔ̀mɔ̀ págó	ɔ̀mɔ̀_págó	ɔ ¹ m ɔ ¹ _ p a ⁵ ɡ o ⁵	fasting	jeûne	eat.fasting	manger.jeûner	303	ABSTAIN FROM FOOD	ɔ¹mɔ¹_pa⁵ɡo⁵	- ɔ ¹ m ɔ ¹ + - - - + p a ⁵ + ɡ o ⁵ 
19529	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	Mombo_Songho	Mombo (Songho, KP)	kórókà kání	kórókà_kání	k o ⁵ r o ⁵ k a ¹ _ k a ⁵ n i ⁵	fasting	jeûne	eat.fasting	manger.jeûner	303	ABSTAIN FROM FOOD	ko⁵ro⁵ka¹_ka⁵ni⁵	k o ⁵ r o ⁵ + k a ¹ + k a ⁵ + n i ⁵ 
#															
17512	be thirsty	avoir soif	Donno_So	Donno So	X=ŋ dì:-nɔ̀:-lù=ŋ́	X=ŋ_dì:-nɔ̀:-lù=ŋ́	+ ŋ _ d iː ¹ + n ɔː ¹ + l u ¹ + ŋ ⁵	be thirsty	avoir soif	drink.thirst	boire.soif	847	THIRSTY	dì:-nɔ̀:-lù=ŋ́	d iː ¹ n ɔː ¹ + l u ¹ + ŋ - ⁵
17513	be thirsty	avoir soif	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nì:-nɔ̌n yɛ́ sà	nì:-nɔ̌n_yɛ́_sà	n iː ¹ + n ɔ ¹⁵ n _ j ɛ ⁵ _ s a ¹	be thirsty	avoir soif	drink.thirst	boire.soif	847	THIRSTY	niː¹+nɔ¹⁵n_jɛ⁵_sa¹	n iː ¹ n - - + - ɔ ¹⁵ + s a ¹
17524	be thirsty	avoir soif	Tiranige_Boui	Tiranige (Boui, JH)	[mí: kɔ̀rɛ́] [X gi] ìwè	ìwè	i ¹ w e ¹	be thirsty	avoir soif	drink.thirst	boire.soif	847	THIRSTY	i¹we¹	- i ¹ w e ¹
17525	be thirsty	avoir soif	Mombo_Songho	Mombo (Songho, KP)	mì: kúŋgá sá	mì:_kúŋgá_sá	m iː ¹ _ k u ⁵ ŋ ɡ a ⁵ _ s a ⁵	be thirsty	avoir soif	drink.thirst	boire.soif	847	THIRSTY	miː¹_ku⁵ŋɡa⁵_sa⁵	m iː ¹ - u ⁵ + ŋɡ a ⁵ + s a ⁵
17527	be thirsty	avoir soif	Penange_Pinia	Penange (Pinia)	mì:-kùgá X-ŋ bò	mì:-kùgá_X-ŋ_bò	m iː ¹ + k u ¹ ɡ a ⁵ _ + ŋ _ b o ¹	be thirsty	avoir soif	drink.thirst	boire.soif	847	THIRSTY	miː¹+ku¹ɡa⁵_+ŋ_bo¹	m iː ¹ k u ¹ + ɡ a ⁵ + b o -
#															
58049	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	Donno_So	Donno So	dě:-	dě:-	d eː ¹⁵	tired, weary, suffer	fatigué, souffrir	medicine.weariness	médecine.fatigue	1757	TIRED	deː¹⁵	d eː ¹⁵ 
58050	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dɛ̌:ⁿ	dɛ̌:ⁿ	d ɛ̃ː ∼ ¹⁵	tired, weary, suffer	fatigué, souffrir	medicine.weariness	médecine.fatigue	1757	TIRED	dɛ̃ː∼¹⁵	d ɛ̃ː∼ ¹⁵ 
58061	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	Tiranige_Boui	Tiranige (Boui, JH)	á:rí-yó	á:rí-yó	aː ⁵ r i ⁵ + j o ⁵	tired, weary, suffer	fatigué, souffrir	medicine.weariness	médecine.fatigue	1757	TIRED	aː⁵ri⁵+jo⁵	- aː ⁵ r i ⁵ + j o ⁵ 
58062	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	Mombo_Songho	Mombo (Songho, KP)	nɛ́nɛ́	nɛ́nɛ́	n ɛ ⁵ n ɛ ⁵	tired, weary, suffer	fatigué, souffrir	medicine.weariness	médecine.fatigue	1757	TIRED	nɛ⁵nɛ⁵	n ɛ ⁵ n ɛ ⁵
58064	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	Penange_Pinia	Penange (Pinia)	nɛ́nɛ́	nɛ́nɛ́	n ɛ ⁵ n ɛ ⁵	tired, weary, suffer	fatigué, souffrir	medicine.weariness	médecine.fatigue	1757	TIRED	nɛ⁵nɛ⁵	n ɛ ⁵ n ɛ ⁵
#															
81387	beat (with stick)	battre (avec un bois)	Donno_So	Donno So	bɛ̀ndɛ́	bɛ̀ndɛ́	b ɛ ¹ n d ɛ ⁵	hit, beat	frapper	hit.hit	frapper.frapper	2133	STRIKE OR BEAT	bɛ¹ndɛ⁵	b ɛ ¹ nd ɛ ⁵
81388	beat (with stick)	battre (avec un bois)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	láɣá	láɣá	l a ⁵ ɣ a ⁵	hit, beat	frapper	hit.hit	frapper.frapper	2133	STRIKE OR BEAT	la⁵ɣa⁵	l a ⁵ ɣ a ⁵
81399	beat (with stick)	battre (avec un bois)	Tiranige_Boui	Tiranige (Boui, JH)	tɛ́wɔ́, númbé (Ningo)	tɛ́wɔ́	t ɛ ⁵ w ɔ ⁵	hit, beat	frapper	hit.hit	frapper.frapper	2133	STRIKE OR BEAT	tɛ⁵wɔ⁵	t ɛ ⁵ w ɔ ⁵
81400	beat (with stick)	battre (avec un bois)	Mombo_Songho	Mombo (Songho, KP)	tɛ́búlɛ̀ // jání , búndé	tɛ́búlɛ̀	t ɛ ⁵ b u ⁵ l ɛ ¹	hit, beat	frapper	hit.hit	frapper.frapper	2133	STRIKE OR BEAT	tɛ⁵bu⁵lɛ¹	t ɛ ⁵ b u ⁵ + l ɛ ¹ 
81402	beat (with stick)	battre (avec un bois)	Penange_Pinia	Penange (Pinia)	búndé	búndé	b u ⁵ n d e ⁵	hit, beat	frapper	hit.hit	frapper.frapper	2133	STRIKE OR BEAT	bu⁵nde⁵	b u ⁵ nd e ⁵
#															
55181	beat, play (tomtom)	battre, taper (tam-tam)	Donno_So	Donno So	bǎ:	bǎ:	b aː ¹⁵	beat (tomtom), play	battre (tam-tam)	music.play instrument	musique.jouer de	111	DRUMMING	baː¹⁵	b aː ¹⁵ - - -
55182	beat, play (tomtom)	battre, taper (tam-tam)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bàrⁿá, tɛ́wɛ́	bàrⁿá	b a ¹ r̃ ∼ a ⁵	beat (tomtom), play	battre (tam-tam)	music.play instrument	musique.jouer de	111	DRUMMING	ba¹r̃∼a⁵	b a ¹ r̃∼ a ⁵
55192	beat, play (tomtom)	battre, taper (tam-tam)	Tiranige_Boui	Tiranige (Boui, JH)	bám(ú)	bám	b a ⁵ m	beat (tomtom), play	battre (tam-tam)	music.play instrument	musique.jouer de	111	DRUMMING	ba⁵m	b a ⁵ m - -
55193	beat, play (tomtom)	battre, taper (tam-tam)	Mombo_Songho	Mombo (Songho, KP)	bálé	bálé	b a ⁵ l e ⁵	beat (tomtom), play	battre (tam-tam)	music.play instrument	musique.jouer de	111	DRUMMING	ba⁵le⁵	b a ⁵ l e ⁵
55195	beat, play (tomtom)	battre, taper (tam-tam)	Penange_Pinia	Penange (Pinia)	bálé	bálé	b a ⁵ l e ⁵	beat (tomtom), play	battre (tam-tam)	music.play instrument	musique.jouer de	111	DRUMMING	ba⁵le⁵	b a ⁵ l e ⁵
#															
46099	begin, start (sth)	commencer (qch)	Donno_So	Donno So	tɔ́lɔ̀	tɔ́lɔ̀	t ɔ ⁵ l ɔ ¹	begin, start	commencer	begin/finish.begin	commencer/terminer.commencer	1806	BEGIN	tɔ⁵lɔ¹	t ɔ ⁵ l ɔ ¹
46100	begin, start (sth)	commencer (qch)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	túmnó	túmnó	t u ⁵ m n o ⁵	begin, start	commencer	begin/finish.begin	commencer/terminer.commencer	1806	BEGIN	tu⁵mno⁵	t u ⁵ m - - + n o ⁵ 
46112	begin, start (sth)	commencer (qch)	Tiranige_Boui	Tiranige (Boui, JH)	túmbúlɔ́, dɛ́bɛ́	túmbúlɔ́	t u ⁵ m b u ⁵ l ɔ ⁵	begin, start	commencer	begin/finish.begin	commencer/terminer.commencer	1806	BEGIN	tu⁵mbu⁵lɔ⁵	t u ⁵ mb u ⁵ + l ɔ ⁵ 
46113	begin, start (sth)	commencer (qch)	Mombo_Songho	Mombo (Songho, KP)	dɔ́gɛ́	dɔ́gɛ́	d ɔ ⁵ ɡ ɛ ⁵	begin, start	commencer	begin/finish.begin	commencer/terminer.commencer	1806	BEGIN	dɔ⁵ɡɛ⁵	d ɔ ⁵ ɡ ɛ ⁵
46115	begin, start (sth)	commencer (qch)	Penange_Pinia	Penange (Pinia)	dɔ́gúlɛ̀	dɔ́gúlɛ̀	d ɔ ⁵ ɡ u ⁵ l ɛ ¹	begin, start	commencer	begin/finish.begin	commencer/terminer.commencer	1806	BEGIN	dɔ⁵ɡu⁵lɛ¹	d ɔ ⁵ ɡ u ⁵ + l ɛ ¹ 
#															
3858	belly	ventre	Donno_So	Donno So	bɛ̀rɛ̀-bɛ̀rɛ́	bɛ̀rɛ̀-bɛ̀rɛ́	b ɛ ¹ r ɛ ¹ + b ɛ ¹ r ɛ ⁵	belly	ventre	body.torso	corps.torse	1251	BELLY	bɛ¹rɛ¹+bɛ¹rɛ⁵	b ɛ ¹ r ɛ ¹ + b ɛ ¹ + r ɛ ⁵
3859	belly	ventre	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bɛ̀rɛ́	bɛ̀rɛ́	b ɛ ¹ r ɛ ⁵	belly	ventre	body.torso	corps.torse	1251	BELLY	bɛ¹rɛ⁵	b ɛ ¹ r ɛ ⁵
3865	belly	ventre	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	bìnì	bìnì	b i ¹ n i ¹	belly	ventre	body.torso	corps.torse	1251	BELLY	bi¹ni¹	b i ¹ n i ¹
3872	belly	ventre	Tiranige_Boui	Tiranige (Boui, JH)	pìndì	pìndì	p i ¹ n d i ¹	belly	ventre	body.torso	corps.torse	1251	BELLY	pi¹ndi¹	p i ¹ nd i ¹
3873	belly	ventre	Mombo_Songho	Mombo (Songho, KP)	píjí	píjí	p i ⁵ j i ⁵	belly	ventre	body.torso	corps.torse	1251	BELLY	pi⁵ji⁵	p i ⁵ j i ⁵
3876	belly	ventre	Penange_Pinia	Penange (Pinia)	jàŋgà	jàŋgà	j a ¹ ŋ ɡ a ¹	belly	ventre	body.torso	corps.torse	1251	BELLY	ja¹ŋɡa¹	j a ¹ ŋɡ a ¹
#															
40643	beside, at the side of (sth)	à côté de (qch)	Donno_So	Donno So	[X bòmbùrù] dà:	dà:	d aː ¹	beside	à côté	space.side/proximity	espace.côté/proximité	1816	BESIDE	daː¹	d aː ¹ 
40653	beside, at the side of (sth)	à côté de (qch)	Tiranige_Boui	Tiranige (Boui, JH)	[X ɛ̀:lɛ́] ŋà, [X jɛ̀lɛ́] ŋà	ŋà	ŋ a ¹	beside	à côté	space.side/proximity	espace.côté/proximité	1816	BESIDE	ŋa¹	ŋ a ¹ 
40654	beside, at the side of (sth)	à côté de (qch)	Mombo_Songho	Mombo (Songho, KP)	báŋgù:ⁿ	báŋgù:ⁿ	b a ⁵ ŋ ɡ ũː ∼ ¹	beside	à côté	space.side/proximity	espace.côté/proximité	1816	BESIDE	ba⁵ŋɡũː∼¹	b a ⁵ ŋɡ ũː∼ ¹
40657	beside, at the side of (sth)	à côté de (qch)	Penange_Pinia	Penange (Pinia)	X pá ŋ̀	X_pá_ŋ̀	_ p a ⁵ _ ŋ ¹	beside	à côté	space.side/proximity	espace.côté/proximité	1816	BESIDE	_pa⁵_ŋ¹	p a ⁵ ŋ - ¹
#															
41983	big, large	gros, grand	Donno_So	Donno So	pô:	pô:	p oː ⁵¹	big, large	grand, gros	size.big	taille.gros	1202	BIG	poː⁵¹	p oː ⁵¹ 
41984	big, large	gros, grand	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	gàrá	gàrá	ɡ a ¹ r a ⁵	big, large	grand, gros	size.big	taille.gros	1202	BIG	ɡa¹ra⁵	ɡ a ¹ r a ⁵
41996	big, large	gros, grand	Tiranige_Boui	Tiranige (Boui, JH)	báy (house, tree, village), bíní (animal, person, rock)	báy	b a ⁵ j	big, large	grand, gros	size.big	taille.gros	1202	BIG	ba⁵j	b a ⁵ j 
41997	big, large	gros, grand	Mombo_Songho	Mombo (Songho, KP)	bâyⁿ	bâyⁿ	b a ⁵¹ j ∼	big, large	grand, gros	size.big	taille.gros	1202	BIG	ba⁵¹j∼	b a ⁵¹ j̃∼ 
42000	big, large	gros, grand	Penange_Pinia	Penange (Pinia)	bàyⁿ	bàyⁿ	b a ¹ j ∼	big, large	grand, gros	size.big	taille.gros	1202	BIG	ba¹j∼	b a ¹ j̃∼ 
#															
605	bird (any)	(tout) oiseau	Donno_So	Donno So	sàdâ:	sàdâ:	s a ¹ d aː ⁵¹	bird	oiseau	animal.bird	animal.oiseau	937	BIRD	sa¹daː⁵¹	s a ¹ d aː ⁵¹
606	bird (any)	(tout) oiseau	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sà:j-î:ⁿ, sàjú	sà:j-î:ⁿ	s aː ¹ j + ĩː ∼ ⁵¹	bird	oiseau	animal.bird	animal.oiseau	937	BIRD	saː¹j+ĩː∼⁵¹	s aː ¹ j ĩː∼ ⁵¹
612	bird (any)	(tout) oiseau	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	sàjù	sàjù	s a ¹ j u ¹	bird	oiseau	animal.bird	animal.oiseau	937	BIRD	sa¹ju¹	s a ¹ j u ¹
620	bird (any)	(tout) oiseau	Tiranige_Boui	Tiranige (Boui, JH)	níyè	níyè	n i ⁵ j e ¹	bird	oiseau	animal.bird	animal.oiseau	937	BIRD	ni⁵je¹	n i ⁵ j e ¹
621	bird (any)	(tout) oiseau	Mombo_Songho	Mombo (Songho, KP)	ìní	ìní	i ¹ n i ⁵	bird	oiseau	animal.bird	animal.oiseau	937	BIRD	i¹ni⁵	 i ¹ n i ⁵
623	bird (any)	(tout) oiseau	Penange_Pinia	Penange (Pinia)	nèjjé	nèjjé	n e ¹ j j e ⁵	bird	oiseau	animal.bird	animal.oiseau	937	BIRD	ne¹jje⁵	n e ¹ j: e ⁵
#															
75860	bitter (in taste)	(goût) amer	Donno_So	Donno So	gàllú	gàllú	ɡ a ¹ l l u ⁵	bitter	amer	taste.bitter	goût.amer	887	BITTER	ɡa¹llu⁵	ɡ a ¹ l: u ⁵
75861	bitter (in taste)	(goût) amer	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	jé:rù	jé:rù	j eː ⁵ r u ¹	bitter	amer	taste.bitter	goût.amer	887	BITTER	jeː⁵ru¹	j eː ⁵ r u ¹
75873	bitter (in taste)	(goût) amer	Mombo_Songho	Mombo (Songho, KP)	kárákárá kánní	kárákárá_kánní	k a ⁵ r a ⁵ k a ⁵ r a ⁵ _ k a ⁵ n n i ⁵	bitter	amer	taste.bitter	goût.amer	887	BITTER	ka⁵ra⁵ka⁵ra⁵_ka⁵nni⁵	k a ⁵ r a ⁵ + k a ⁵ + r a ⁵ + k a ⁵ n: i ⁵ 
75875	bitter (in taste)	(goût) amer	Penange_Pinia	Penange (Pinia)	kárá-kárá, gà:là	kárá-kárá	k a ⁵ r a ⁵ + k a ⁵ r a ⁵	bitter	amer	taste.bitter	goût.amer	887	BITTER	ka⁵ra⁵+ka⁵ra⁵	k a ⁵ r a ⁵ + k a ⁵ + r a ⁵
#															
49722	blacksmith, member of blacksmith caste	forgeron, membre de la caste des forgerons	Donno_So	Donno So	írì-nɛ̀	írì-nɛ̀	i ⁵ r i ¹ + n ɛ ¹	blacksmith	forgeron	caste.blacksmith	caste.forgeron	1001	BLACKSMITH	i⁵ri¹+nɛ¹	- i ⁵ r i ¹ + n ɛ ¹ 
