ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE
274	274	near, close	proche, près	near, close	65.0.2.0.4.0	3325.0	22
275	275	place, location	lieu, endroit	place	66.0.1.0.1.0	3343.0	22
276	276	big, large	gros, grand	big, large	69.0.1.0.1.0	3456.0	22
277	277	give	donner	give	99.0.1.0.1.0	5013.0	22
278	278	two	deux	2.0	109.0.2.0.1.0	5379.0	22
279	279	three	trois	3.0	109.0.2.0.2.0	5380.0	22
280	280	five	cinq	5.0	109.0.2.0.4.0	5382.0	22
281	281	six	six	6.0	109.0.2.0.5.0	5383.0	22
282	282	thousand	mille	thousand	109.0.6.0.1.0	5405.0	22
283	283	see	voir	see	119.0.1.0.1.0	5967.0	22
284	284	come	venir	come	146.0.2.0.1.0	7027.0	22
285	285	black, dark	noir, sombre	black, dark	160.0.3.0.1.0	7590.0	22
286	286	white, light-colored	blanc, de couleur légère	white	160.0.4.0.1.0	7594.0	22
287	287	red (including brown and orange)	rouge (y compris brun et orange)	red	160.0.6.0.1.0	7602.0	22
288	288	heavy	lourd	heavy	165.0.1.0.1.0	7779.0	22
289	289	good	bon	good	169.0.1.0.1.0	7935.0	22
290	290	cold (e.g. water)	froid, frais (eau, etc.)	cold	173.0.1.0.1.0	8100.0	22
291	291	pig	cochon	pig	1.0.12.0.1.0	49.0	21
292	292	herder, shepherd	berger	herder, shepherd	2.0.1.0.1.0	50.0	21
293	293	grass, herbs	herbe, plantes herbacées	grass	2.0.4.0.1.0	62.0	21
294	294	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	youg emballé en tissu autour du cou de l'âne, attaché par une corde aux deux perches de la charrette	yoke	3.0.2.0.5.0	100.0	21
295	295	lay (egg)	pondre (œuf)	lay egg	5.0.4.0.1.0	143.0	21
296	296	(hen) brood (sit on eggs)	(poule) couver	brood	5.0.5.0.1.0	145.0	21
297	297	female	femelle	female	6.0.9.0.1.0	172.0	21
298	298	male	mâle, de sexe masculin	male	6.0.10.0.1.0	174.0	21
299	299	bury (sb)	enterrer (qn)	bury	9.0.4.0.1.0	256.0	21
300	300	shroud (in white cotton cloth, for wrapping a corpse)	linceul (en tissue blanc de coton, à emballer un cadavre)	shroud	9.0.5.0.1.0	259.0	21
301	301	cemetery	cimetière	cemetery	9.0.7.0.1.0	261.0	21
302	302	life	vie	life	9.0.18.0.4.0	302.0	21
303	303	brain (tissue)	cervelle	brain	10.0.2.0.8.0	316.0	21
304	304	spleen	rate	spleen	10.0.7.0.5.0	363.0	21
305	305	kidney	rein	kidney	10.0.7.0.7.0	365.0	21
306	306	gallbladder (containing bile)	vésicule biliaire	gallbladder, bile	10.0.7.0.8.0	366.0	21
307	307	bladder	vessie	bladder	10.0.7.0.9.0	367.0	21
308	308	intestines (big and small)	intestin (gros et grêle)	intestine	10.0.7.0.10.0	368.0	21
309	309	fist	poing	fist	10.0.11.0.6.0	404.0	21
310	310	heel	talon	heel	10.0.12.0.8.0	418.0	21
311	311	toe	orteil	toe	10.0.13.0.7.0	428.0	21
312	312	chin	menton	chin	10.0.20.0.11.0	498.0	21
313	313	throat (interior)	gorge (intérieure)	throat	10.0.23.0.2.0	528.0	21
314	314	cough, emit a cough	tousser, émettre une toux	cough	11.0.1.0.1.0	546.0	21
315	315	breath, breathing	respiration	breath	11.0.1.0.12.0	557.0	21
316	316	fart, let out a fart	péter, émettre un pet	fart	11.0.3.0.1.0	570.0	21
317	317	blink (one's eyes)	cligner, clignoter (l'œil)	blink	11.0.5.0.1.0	583.0	21
318	318	yawn (noun)	bâillement	yawn	11.0.7.0.3.0	598.0	21
319	319	laugh, give out a laugh	rire, émettre un rire	laugh	11.0.16.0.1.0	648.0	21
320	320	cause (sb) to sit, have (sb) sit, seat (sb)	faire asseoir (qn)	sit, seat (verb)	12.0.1.0.8.0	697.0	21
321	321	udder	pis	udder	13.0.1.0.2.0	747.0	21
322	322	tail (of scorpion)	queue (de scorpion)	tail	13.0.3.0.2.0	761.0	21
323	323	hoof	sabot	hoof	13.0.4.0.8.0	769.0	21
324	324	cowry shells (used as ornament, tossed by fortune-tellers, and formerly used as currency)	cauris (utilisés comme ornement, jetés par les devins, et utilisés jadis comme devise)	cowry	13.0.10.0.3.0	788.0	21
325	325	reticulum (small second stomach of cud-chewing animal connected to paunch, netlike, difficult to clean)	réticulum (petit deuxième estomac d'animal ruminant avec des filets, difficile à nettoyer)	reticulum	13.0.14.0.2.0	815.0	21
326	326	side (of sth)	côté (de qch)	side	14.0.2.0.1.0	826.0	21
327	327	gum, resin (of any tree)	gomme, résine (de tout arbre)	gum, resin	15.0.5.0.2.0	893.0	21
328	328	fodder (grass or greens, for livestock)	fourrage (de l'herbe ou autre végétation, pour le bétail)	fodder	15.0.7.0.15.0	914.0	21
329	329	wool fabric (for boubous)	tissu en laine (pour les boubous)	wool	16.0.6.0.1.0	1071.0	21
330	330	gird oneself with, tie around one's body (woman's wrap)	vêtir, attacher autour du corps (pagne de femme)	wear, gird	16.0.8.0.2.0	1077.0	21
331	331	roll on a turban (on one's head)	enrouler un turban (sur la tête)	wear, roll	16.0.17.0.2.0	1192.0	21
332	332	get dressed	s'habiller	dress	16.0.21.0.1.0	1218.0	21
333	333	patch up (garment)	rapiécer (vêtement)	patch	16.0.24.0.3.0	1234.0	21
334	334	thread (any kind)	fil (pour tissu, de toutes sortes)	thread	17.0.2.0.1.0	1251.0	21
335	335	card (ginned cotton, with a comb-like metal implement) to get fibers pointing in the same direction	carder (coton égrené) pour diriger les fibres dans le même sens	card (cotton)	17.0.4.0.1.0	1263.0	21
336	336	weaver	tisserand	weaver	17.0.8.0.1.0	1273.0	21
337	337	braiding lady, (female) hairdresser	tresseuse	hairdresser, braid	19.0.1.0.4.0	1320.0	21
338	338	earring	boucle d'oreille	earring	20.0.13.0.1.0	1404.0	21
339	339	give a drink to (sb), have (sb, animals) drink	faire boire (qn), faire abreuver (bétail)	give drink	21.0.1.0.2.0	1437.0	21
340	340	I am thirsty	j'ai soif	be thirsty	21.0.4.0.3.0	1444.0	21
341	341	(infant) suckle, nurse	(enfant) téter	suckle, nurse	23.0.8.0.1.0	1523.0	21
342	342	feed, nourish, give meals to	nourrir, donner à manger à	feed	25.0.4.0.1.0	1564.0	21
343	343	I am hungry	j'ai faim	hunger, hungry	25.0.8.0.2.0	1581.0	21
344	344	pancake-like rice or millet cake	galette de riz ou de mil	pancake, cake	26.0.7.0.8.0	1652.0	21
345	345	yellow flour from fruit of néré tree	farine des fruits de l'arbre néré	néré flour	26.0.10.0.4.0	1665.0	21
346	346	trap	piège	trap	27.0.6.0.1.0	1734.0	21
347	347	pound (grain, in mortar, with some water) to make a dough for cream of millet	piler (mil, dans un mortier, avec de l'eau) afin de faire une pâte pour la crème de mil	pound	30.0.7.0.2.0	1845.0	21
348	348	fry (cassava, fritters) in oil	frire (manioc, beignets) dans l'huile	fry	32.0.6.0.1.0	1938.0	21
349	349	black spice for cream of millet (Xylopia aethiopica, "Negro pepper" or "grains of Selim")	épice noire pour la crème de mil (Xylopia aethiopica)	spice	33.0.2.0.1.0	1952.0	21
350	350	soumbala (black spice made from fruits of néré tree)	soumbala (épice noire à base de fruits de l'arbre néré)	soumbala	33.0.3.0.3.0	1956.0	21
351	351	light a fire, set a fire	allumer un feu	ignite, light (fire)	35.0.7.0.1.0	2037.0	21
352	352	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21
353	353	mango	mangue	mango	36.0.1.0.5.0	2063.0	21
354	354	cultivated sesame (Sesamum indicum)	sésame cultivé (Sesamum indicum)	sesame	36.0.7.0.1.0	2148.0	21
355	355	first round of intense weeding work in the fields	première culture, première période de désherbage aux champs	weed (verb)	37.0.19.0.1.0	2287.0	21
356	356	second and final round of intense weeding work in fields	deuxième culture, deuxième et dernière période de désherbage aux champs	weed (verb)	37.0.19.0.3.0	2289.0	21
357	357	harvest millet after the main harvest	récolter du mil après la récolte principale	harvest (secondary)	37.0.22.0.15.0	2324.0	21
358	358	shard from broken earthenware waterjar	morceau cassé (tesson) de canari	shard	39.0.6.0.1.0	2423.0	21
359	359	couscous steamer (earthenware pot with holes)	couscoussière (marmite en terra cuite à gros trous)	steamer	41.0.3.0.1.0	2441.0	21
360	360	liquid soda-ash boiling and filtering pot set consisting of two earthenware pots, one of which has holes on bottom and sits on the other	ensemble à bouillir et à filtrer la potasse liquide comprenant deux marmites en terre cuite dont l'une a des trous en bas et s'assoit sur l'autre	soda ash	41.0.4.0.1.0	2444.0	21
361	361	finely sewn animal-hide shoulder bag with strap (e.g. for healers)	gibecière cousue en peau (pour les guérisseurs etc.)	shoulderbag	43.0.1.0.2.0	2469.0	21
362	362	Fulbe-type basket-holder (ropes suspended from ceiling, keep baskets off the ground)	porte-paniers de type peul (suspendu du plafond afin de tenir les paniers au-dessus du sol)	hanger, holder	44.0.2.0.1.0	2504.0	21
363	363	froth, foam (on tea)	écume, mousse (sur le thé)	froth, foam	47.0.5.0.1.0	2574.0	21
364	364	gravel	gravier	gravel	48.0.3.0.1.0	2624.0	21
365	365	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21
366	366	dust	poussière	dust	48.0.8.0.1.0	2648.0	21
367	367	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	49.0.2.0.1.0	2660.0	21
368	368	village, town, settlement	village, ville	village	52.0.1.0.1.0	2725.0	21
369	369	the bush, outback (away from settlements)	la brousse (hors des villages)	outback, bush	52.0.3.0.1.0	2733.0	21
370	370	house	maison	house	54.0.1.0.1.0	2762.0	21
371	371	mud brick	brique de banco	brick	54.0.5.0.1.0	2787.0	21
372	372	granary	grenier	granary	55.0.1.0.1.0	2913.0	21
373	373	mat	natte	mat	56.0.1.0.1.0	2938.0	21
374	374	country, land	pays, terre	country, land	57.0.1.0.1.0	2952.0	21
375	375	star	étoile	star	59.0.3.0.1.0	3063.0	21
376	376	rain (noun)	pluie	rain	60.0.1.0.1.0	3092.0	21
377	377	rain fall	pleuvoir, pluie tomber	rain fall	60.0.1.0.2.0	3093.0	21
378	378	whirlwind, twister	tourbillon	whirlwind	60.0.6.0.10.0	3127.0	21
379	379	sky	ciel	sky	60.0.8.0.1.0	3133.0	21
380	380	east	est	east	61.0.1.0.1.0	3142.0	21
381	381	west	ouest	west	61.0.1.0.2.0	3143.0	21
382	382	get up, arise	se lever	get up, arise	61.0.6.0.1.0	3161.0	21
383	383	go up, rise	monter	go up, rise	61.0.6.0.5.0	3165.0	21
384	384	go down	descendre	go down	61.0.7.0.2.0	3177.0	21
385	385	become (sth)	devenir (qch)	become	64.0.1.0.1.0	3262.0	21
386	386	open (a door)	ouvrir (porte)	open (door)	68.0.1.0.1.0	3412.0	21
387	387	shut, close (e.g. door)	fermer (porte etc.)	shut, close	68.0.3.0.1.0	3438.0	21
388	388	small, little	petit	small, little	69.0.3.0.1.0	3476.0	21
389	389	long (e.g. rope)	(corde etc.) long	long	69.0.6.0.1.0	3500.0	21
390	390	short	court	short	69.0.8.0.1.0	3520.0	21
391	391	deep (hole, well)	(puits, trou) profond	deep	69.0.9.0.1.0	3537.0	21
392	392	year	année	year	71.0.3.0.1.0	3620.0	21
393	393	be or do for a long time	durer, ê. ou faire pendant longtemps	long time	71.0.9.0.1.0	3653.0	21
394	394	(not) yet	(pas) encore	yet	71.0.11.0.2.0	3661.0	21
395	395	time, moment in time	temps, moment	time, moment	71.0.15.0.1.0	3670.0	21
396	396	today	aujourd'hui	today	72.0.2.0.1.0	3679.0	21
397	397	tomorrow	demain	tomorrow	72.0.5.0.1.0	3683.0	21
398	398	last year	l'année passée	last year	72.0.8.0.1.0	3694.0	21
399	399	daytime (not night)	journée (non la nuit)	daytime	73.0.2.0.1.0	3707.0	21
400	400	rainy season, wet season (June-September)	hivernage, saison pluvieuse (juin-septembre)	rainy season, wet season	75.0.1.0.1.0	3773.0	21
401	401	begin, start (sth)	commencer (qch)	begin, start	77.0.1.0.2.0	3806.0	21
402	402	my father	mon père	father	78.0.1.0.1.0	3833.0	21
403	403	father (as in 'I do not have a father')	père (par ex., dans 'je j'ai pas de père')	father	78.0.1.0.4.0	3836.0	21
404	404	my mother	ma mère	mother	78.0.2.0.1.0	3840.0	21
405	405	mother	mère	mother	78.0.2.0.3.0	3842.0	21
406	406	mother's brother	frère de la mère	uncle	78.0.3.0.4.0	3848.0	21
407	407	husband	mari	husband	78.0.14.0.1.0	3912.0	21
408	408	my friend	mon ami	friend	79.0.2.0.1.0	3982.0	21
409	409	(individuals) come together, assemble, gather	(individus) se rassembler, se réunir	assemble, gather	80.0.3.0.1.0	4010.0	21
410	410	Fulbe person	(un) peul	fulbe	81.0.11.0.1.0	4083.0	21
411	411	blacksmith, member of blacksmith caste	forgeron, membre de la caste des forgerons	blacksmith	82.0.1.0.1.0	4097.0	21
412	412	visitor, guest (from out of town)	visiteur, étranger (en visite)	visitor, guest	83.0.2.0.1.0	4120.0	21
413	413	slave	esclave	slave	85.0.5.0.1.0	4183.0	21
414	414	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21
415	415	God, Allah	Dieu, Allah	god	87.0.12.0.1.0	4327.0	21
416	416	genie, spirit (when seen, an apparition of one's approaching death)	djinn, diable (si on le voit, signe de la mort qui s'approache)	genie, spirit	87.0.13.0.1.0	4338.0	21
417	417	sorceror (who goes out at night, sucks blood, etc.)	sorcier (qui sort la nuit, suce le sang, etc.)	sorceror	88.0.1.0.7.0	4362.0	21
418	418	totem, totemic animal (associated with a clan)	totem (associé à une fraction)	totem	89.0.3.0.3.0	4418.0	21
419	419	fun, game, festivity, song and dance	jeu, amusement, divertissement, danse et chanson	game, fun, dance	92.0.1.0.2.0	4499.0	21
420	420	have fun (verb only)	s'amuser (verbe seulement)	fun, play, dance	92.0.1.0.3.0	4500.0	21
421	421	dance (=perform) a dance	danser une danse	dance	92.0.7.0.1.0	4521.0	21
422	422	dance (noun)	danse	dance	92.0.7.0.2.0	4522.0	21
423	423	dance (verb only)	danser	dance	92.0.7.0.3.0	4523.0	21
424	424	sing (verb only)	chanter (verbe seulement)	sing	92.0.8.0.2.0	4528.0	21
425	425	song	chanson	song	92.0.8.0.3.0	4529.0	21
426	426	tomtom (general word)	tam-tam (mot général)	tomtom	93.0.1.0.1.0	4533.0	21
427	427	bell (e.g. for cow)	cloche (de vache etc.)	bell	93.0.9.0.1.0	4571.0	21
428	428	war, combat	guerre, combat	war	94.0.2.0.1.0	4587.0	21
429	429	rifle	fusil	rifle	95.0.10.0.1.0	4679.0	21
430	430	disease, sickness, illness (general term)	maladie (mot général)	disease, sickness, illness	98.0.1.0.1.0	4819.0	21
431	431	divide, share (sth)	diviser, partager (qch)	divide, share	99.0.2.0.1.0	5019.0	21
432	432	say	dire	say	102.0.2.0.4.0	5111.0	21
433	433	inquiry, question (noun)	interrogation, question	question	102.0.6.0.2.0	5131.0	21
434	434	which?	quel?	which?	104.0.5.0.1.0	5291.0	21
435	435	where? (location)	où? (position)	where?	104.0.6.0.1.0	5292.0	21
436	436	how?	comment?	how?	104.0.9.0.1.0	5297.0	21
437	437	greet (sb)	saluer (qn)	greet	105.0.1.0.2.0	5302.0	21
438	438	one	un	1.0	109.0.1.0.1.0	5374.0	21
439	439	one (in counting)	un (en comptant)	1.0	109.0.1.0.2.0	5375.0	21
440	440	four	quatre	4.0	109.0.2.0.3.0	5381.0	21
441	441	seven	sept	7.0	109.0.2.0.6.0	5384.0	21
442	442	eight	huit	8.0	109.0.2.0.7.0	5385.0	21
443	443	nine	neuf (numéro)	9.0	109.0.2.0.8.0	5386.0	21
444	444	ten	dix	10.0	109.0.3.0.1.0	5387.0	21
445	445	first (adj)	premier	first	110.0.1.0.1.0	5415.0	21
446	446	all, every	tout, tous	all, every	111.0.7.0.3.0	5458.0	21
447	447	half	moitié	half	111.0.13.0.1.0	5501.0	21
448	448	fear, be afraid of	avoir peur de	fear	117.0.10.0.1.0	5814.0	21
449	449	fear (noun)	peur	fear	117.0.10.0.2.0	5815.0	21
450	450	look at	regarder (qch)	look	119.0.2.0.1.0	5969.0	21
451	451	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21
452	452	sweet, sugary (taste)	(goût) doux, sucré	sweet	124.0.2.0.1.0	6264.0	21
453	453	rope, cord	corde	rope	125.0.8.0.1.0	6360.0	21
454	454	put a lid on, cover (e.g. jar) with its lid	couvrir (jarre etc.) avec son couvercle	cover	128.0.3.0.2.0	6444.0	21
455	455	pull (sth)	tirer (qch)	pull	131.0.2.0.1.0	6546.0	21
456	456	carve (wood)	tailler (bois)	carve	137.0.2.0.2.0	6755.0	21
457	457	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	142.0.1.0.1.0	6920.0	21
458	458	sleep (verb only)	dormir (verbe seulement)	sleep	142.0.1.0.3.0	6922.0	21
459	459	knife	couteau	knife	145.0.1.0.1.0	6991.0	21
460	460	enter, go inside (sth)	entrer dans (qch)	enter, go in	146.0.8.0.1.0	7064.0	21
461	461	take a stroll, walk around	faire une promenade	stroll, walk	146.0.29.0.1.0	7188.0	21
462	462	bring	apporter, amener	bring	147.0.1.0.1.0	7243.0	21
463	463	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	148.0.1.0.1.0	7258.0	21
464	464	lay out (e.g. mat)	étaler (natte etc.)	lay out	151.0.2.0.1.0	7397.0	21
465	465	do, make	faire	do, make	152.0.1.0.1.0	7419.0	21
466	466	take a bath or shower, bathe	se laver (bain ou douche)	bathe	158.0.1.0.1.0	7534.0	21
467	467	green	vert	green	160.0.5.0.1.0	7599.0	21
468	468	smooth, sleek (adjective)	lisse	smooth	161.0.5.0.1.0	7662.0	21
469	469	bad, no good	mauvais	bad	169.0.7.0.1.0	7969.0	21
470	470	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21
471	471	only	seulement	only	177.0.7.0.1.0	8219.0	21
472	472	donkey's back padding (under the back harness)	ouate (coussin) d'âne (sous le harnais de dos)	padding	3.0.2.0.1.0	96.0	20
473	473	bit (mouthpiece for horse etc.)	mors (de cheval etc.)	bit	4.0.6.0.1.0	117.0	20
474	474	spur (noun)	éperon	spur	4.0.7.0.2.0	120.0	20
475	475	chicken coop	poulailler	coop	5.0.2.0.1.0	132.0	20
476	476	elderly, old (person)	âgé, vieux (person)	old, elderly	7.0.1.0.2.0	176.0	20
477	477	death	(la) mort	death	9.0.1.0.2.0	239.0	20
478	478	disinter, unbury, dig up (sb, sth)	déterrer (qn, qch)	unbury	9.0.4.0.2.0	257.0	20
479	479	door-like bier on which the deceased is carried to the cemetery	brancard en forme de porte sur lequel on porte le défunt au cimetière	bier	9.0.6.0.1.0	260.0	20
480	480	offer condolences (to the bereaved)	présenter ses condoléances (à la famille du décédé)	condolence	9.0.10.0.2.0	270.0	20
481	481	orphan	orphelin	orphan	9.0.17.0.1.0	297.0	20
482	482	chest (body)	poitrine	chest	10.0.4.0.5.0	322.0	20
483	483	spinal cord, spine	colonne vertébrale	spine	10.0.6.0.3.0	345.0	20
484	484	rib	côte	rib	10.0.6.0.13.0	355.0	20
485	485	vein, blood vessel	veine, vaisseau sanguin	vein	10.0.8.0.3.0	375.0	20
486	486	joint	articulation	joint	10.0.10.0.12.0	398.0	20
487	487	hand	main	hand	10.0.11.0.1.0	399.0	20
488	488	hand, arm	main, bras	hand	10.0.11.0.3.0	401.0	20
489	489	fingernail, toenail	ongle (de la main ou de l'orteil)	nail	10.0.13.0.12.0	433.0	20
490	490	saliva	salive	saliva	10.0.24.0.7.0	540.0	20
491	491	sneeze (noun)	éternument	sneeze	11.0.2.0.3.0	566.0	20
492	492	blow one's nose	se moucher	blow nose	11.0.2.0.4.0	567.0	20
493	493	fart (noun)	pet	fart	11.0.3.0.2.0	571.0	20
494	494	fart (verb only)	péter	fart	11.0.3.0.3.0	572.0	20
495	495	choke (on one's food)	s'étrangler (avec qch, en mangeant)	choke	11.0.4.0.1.0	581.0	20
496	496	yawn (verb only)	bâiller	yawn	11.0.7.0.2.0	597.0	20
497	497	clear one's throat, hawk before spitting	se racler la gorge avant de cracher	clear throat, hawk	11.0.11.0.11.0	622.0	20
498	498	snore, do snoring	ronfler, faire un ronflement	snore	11.0.17.0.1.0	653.0	20
499	499	shut (eyes) (verb only)	fermer (œil/yeux) (verbe seulement)	shut eye	11.0.19.0.2.5	3444.0	20
500	500	defecate (verb only)	déféquer (verbe seulement)	defecate, shit	11.0.20.0.4.0	668.0	20
501	501	(sb) sweat, perspire	(qn) suer	sweat	11.0.22.0.2.0	677.0	20
502	502	pull in one's stomach	se contracter le ventre	pull in stomach	11.0.24.0.1.0	686.0	20
503	503	(sth) be bent, be tilted (not straight)	(qch) se pencher, s'incliner, ê. tordu (pas droit)	tilt	12.0.7.0.4.0	727.0	20
504	504	be lying down	ê. couché	lie down	12.0.8.0.2.0	735.0	20
505	505	lie down on one's belly, lie face down	se coucher sur le ventre	lie on belly	12.0.9.0.1.0	739.0	20
506	506	eggshell	coque d'œuf	eggsheel	13.0.10.0.1.0	786.0	20
507	507	small piece (of meat)	petit morceau (de viande)	piece (meat)	14.0.3.0.1.0	838.0	20
508	508	(tree) grow leaves	(arbre) pousser des feuilles	grow leaf	15.0.7.0.14.0	913.0	20
509	509	swill (water with grain residue, given to sheep and goats)	eaux grasses, eau de pilage (contenant les brisures de céréales pilées, donnée au menu bétail)	swill	15.0.13.0.1.0	968.0	20
510	510	fruit (of plant)	fruit (d'une plante)	fruit	15.0.15.0.1.0	978.0	20
511	511	pod shell (of legume)	coque de gousse (de légumineux)	pod, shell	15.0.15.0.13.0	990.0	20
