ID	CONCEPT_IN_SOURCE	IPA	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CONCEPT	BORROWINGS	TOKENS
210	back (body)	tùr_kɛ́lɛ́	dos	1291	Perge_Tegu	BACK		t u ¹ r _ k ɛ ⁵ l ɛ ⁵
211	[n inal] back (body part)	bandɛ̀	dos	1291	Songhai_Kiini	BACK		b a n d ɛ ¹
212	[n inal] back (body part)	bàndè	dos	1291	Songhai_Senni	BACK		b a ¹ n d e ¹
213	back (body)	kúndúgó	dos	1291	Tebul_Ure	BACK		k u ⁵ n d u ⁵ ɡ o ⁵
214	back (body)	túnú	dos	1291	Tiranige_Diga	BACK		t u ⁵ n u ⁵
215	back (body)	dògò_kɛ́nɛ́	dos	1291	Togo_Kan	BACK		d o ¹ ɡ o ¹ _ k ɛ ⁵ n ɛ ⁵
216	back (body)	ònnú	dos	1291	Tommo_So	BACK		o ¹ n n u ⁵
217	back (body)	dògò-lò	dos	1291	Tomo_Kan	BACK		d o ¹ ɡ o ¹ + l o ¹
218	back (body)	dòɡò_kínɛ́	dos	1291	Toro_So	BACK		d o ¹ ɡ o ¹ _ k i ⁵ n ɛ ⁵
219	back (body)	tùŋɔ́	dos	1291	Toro_Tegu	BACK		t u ¹ ŋ ɔ ⁵
220	back (body)	tùnù	dos	1291	Yanda_Dom	BACK		t u ¹ n u ¹
221	back (body)	ònɔ́	dos	1291	Yorno_So	BACK		o ¹ n ɔ ⁵
222	bad	júgú-máⁿ	mauvais, méchant	1292	Bambara	BAD		dʒ u ⁵ ɡ u ⁵ + m ã ∼ ⁵
223	bad; ugly	yáŋɡā	mauvais; vilain	1292	Bangime	BAD	BAM	j a ⁵ ŋ ɡ a ³
224	bad, no good	m̀bɔ̀sú	mauvais	1292	Bankan_Tey	BAD		m ¹ b ɔ ¹ s u ⁵
225	bad, no good	mɔ̀sú	mauvais	1292	Ben_Tey	BAD		m ɔ ¹ s u ⁵
226	bad	ɲɛⁿ	mauvais	1292	Bozo_Debo	BAD		ɲ ɛ̃ ∼
227	bad	ndaⁿmɛⁿ	mauvais	1292	Bozo_Hainyaxo	BAD		n d ã ∼ m ɛ̃ ∼
228	bad	ɲɛⁿma	mauvais	1292	Bozo_Korondougou_nord	BAD		ɲ ɛ̃ ∼ m a
229	bad	ɲiiⁿ	mauvais	1292	Bozo_Korondougou_sud	BAD		ɲ i ĩ
230	bad	ɲiiⁿ	mauvais	1292	Bozo_Kotya	BAD		ɲ i ĩ
231	bad	ɲiiⁿ	mauvais	1292	Bozo_Pondori_sud	BAD		ɲ i ĩ
232	bad	boⁿno	mauvais	1292	Bozo_Tiema_Cewe	BAD		b o ∼ n o
233	bad	ɲiⁿŋaⁿ	mauvais	1292	Bozo_Tieyaxo	BAD		ɲ ĩ ŋ ã ∼
234	bad, no good	ɲàmì	mauvais	1292	Bunoge	BAD		ɲ a ¹ m i ¹
235	bad, no good	sálá	mauvais	1292	Dogul_Dom	BAD		s a ⁵ l a ⁵
236	bad, no good	pà:dɛ̂:	mauvais	1292	Donno_So	BAD		p aː ¹ d ɛː ⁵¹
237	bad; ugly	bon-nde	mauvais; vilain	1292	Fulfulde	BAD		b o n + n d e
238	bad, no good	mɔ̀ɲú	mauvais	1292	Jamsay	BAD		m ɔ ¹ ɲ u ⁵
239	bad; ugly	ɲɔ̄ŋɔ̄	mauvais; vilain	1292	Jenaama	BAD		ɲ ɔ ³ ŋ ɔ ³
240	bad, no good	yá:lá	mauvais	1292	Mombo	BAD		j aː ⁵ l a ⁵
241	bad, no good	nɛ̀:ndɛ́:	mauvais	1292	Najamba	BAD		n ɛː ¹ n d ɛː ⁵
242	bad, no good	mɔ̀sí	mauvais	1292	Nanga	BAD		m ɔ ¹ s i ⁵
243	bad, no good	ɲàm	mauvais	1292	Penange	BAD		ɲ a ¹ m
244	bad, no good	mɔ̀sú	mauvais	1292	Perge_Tegu	BAD		m ɔ ¹ s u ⁵
245	[cpd n] bad thing; serious misfortune	bɔ̀nɛ́	mauvaise chose, malheur sérieux.	1292	Songhai_Kiini	BAD		b ɔ ¹ n ɛ ⁵
246	[cpd n] bad thing; serious misfortune	bòné_fùtù	mauvaise chose, malheur sérieux.	1292	Songhai_Senni	BAD		b o ¹ n e ⁵ _ f u ¹ t u ¹
247	bad	bùrê	méchant, mauvais	1292	Soninke	BAD		b u ¹ r e ⁵¹
248	bad, no good	sàm-gɔ́	mauvais	1292	Tebul_Ure	BAD		s a ¹ m + ɡ ɔ ⁵
249	bad, no good	mɔ́:ná	mauvais	1292	Tiranige_Diga	BAD		m ɔː n a ⁵
250	bad, no good	mɔ̀ɲú	mauvais	1292	Togo_Kan	BAD		m ɔ ¹ ɲ u ⁵
251	bad, no good	pàdíɛ́	mauvais	1292	Tommo_So	BAD		p a ¹ d i ⁵ ɛ ⁵
252	bad, no good	mɔ̀sú	mauvais	1292	Toro_Tegu	BAD		m ɔ ¹ s u ⁵
253	bad, no good	gɔ̀mɔ̀	mauvais	1292	Yanda_Dom	BAD		ɡ ɔ ¹ m ɔ ¹
254	bad, no good	mɔ̀ɲú	mauvais	1292	Yorno_So	BAD		m ɔ ¹ ɲ u ⁵
255	tree bark	òwá	écorce	1204	Ampari	BARK		o ¹ w a ⁵
256	tree bark	ŋɔ̀mɔ́	écorce	1204	Bambara	BARK		ŋ ɔ ¹ m ɔ ⁵
257	tree bark	jírífárá	écorce d'arbre	1204	Bambara	BARK		dʒ i ⁵ r i ⁵ f a ⁵ r a ⁵
258	shell (of nut); bark (of tree)	kūɥɛ̀	coque (de noix); écorce	1204	Bangime	BARK		k u ³ ɥ ɛ ¹
259	tree bark	tùndú	écorce	1204	Bankan_Tey	BARK		t u ¹ n d u ⁵
260	tree bark	kù_kòmbî:	écorce	1204	Ben_Tey	BARK	Songhai Kiini	k u ¹ _ k o ¹ m b iː ⁵¹
261	tree bark	gogo	écorce	1204	Bozo_Debo	BARK		ɡ o ɡ o
262	tree bark	woloho	écorce	1204	Bozo_Hainyaxo	BARK		w o l o h o
263	tree bark	gogo	écorce	1204	Bozo_Korondougou_nord	BARK		ɡ o ɡ o
264	tree bark	gogo	écorce	1204	Bozo_Korondougou_sud	BARK		ɡ o ɡ o
265	tree bark	gogo	écorce	1204	Bozo_Kotya	BARK		ɡ o ɡ o
266	tree bark	gogo	écorce	1204	Bozo_Pondori_nord	BARK		ɡ o ɡ o
267	tree bark	gofo	écorce	1204	Bozo_Pondori_sud	BARK		ɡ o f o
268	tree bark	guro	écorce	1204	Bozo_Tiema_Cewe	BARK		ɡ u r o
269	tree bark	gɔlɔ	écorce	1204	Bozo_Tieyaxo	BARK		ɡ ɔ l ɔ
270	tree bark	kòbàlì	écorce	1204	Bunoge	BARK		k o ¹ b a ¹ l i ¹
271	tree bark	kìŋìnɔ̀_kɔ̀mùnú	écorce	1204	Dogul_Dom	BARK		k i ¹ ŋ i ¹ n ɔ ¹ _ k ɔ ¹ m u ¹ n u ⁵
272	tree bark	kòmbě:	écorce	1204	Donno_So	BARK		k o ¹ m b eː ¹⁵
273	bark (of tree)	koɓolal	écorce	1204	Fulfulde	BARK		k o ɓ o l a l
274	tree bark	zǎyⁿ	écorce	1204	Gourou	BARK		z a ¹⁵ j ∼
275	tree bark	jêy	écorce	1204	Jamsay	BARK		dʒ e ⁵¹ j
276	bark (of tree)	jùgù-wógō	écorce	1204	Jenaama	BARK		dʒ u ¹ ɡ u ¹ + w o ⁵ ɡ o ³
277	tree bark	kòmbòlí	écorce	1204	Mombo	BARK		k o ¹ m b o ¹ l i ⁵
278	tree bark	tùmà_pô:	écorce	1204	Nanga	BARK		t u ¹ m a ¹ _ p oː ⁵¹
279	tree bark	témbú	écorce	1204	Penange	BARK		t e ⁵ m b u ⁵
280	tree bark	gɛ̂:ⁿ	écorce	1204	Perge_Tegu	BARK		ɡ ɛ̃ː ∼ ⁵¹
281	[n] (tree) bark; shell (of unshelled rice, or peanut) //	kókómbú	écorce (d’arbre);	1204	Songhai_Kiini	BARK	Ben Tey	k o ⁵ k o ⁵ m b u ⁵
282	[n] tree bark	kóptò	écorce d’arbre	1204	Songhai_Senni	BARK		k o ⁵ p t o ¹
283	tree bark	kórómè	écorce, coque	1204	Soninke	BARK		k o ⁵ r o ⁵ m e ¹
284	tree bark	kóbé	écorce	1204	Tebul_Ure	BARK		k o ⁵ b e ⁵
285	tree bark	kóy	écorce	1204	Tiranige_Diga	BARK		k o ⁵ j
286	tree bark	kòkǒ:	écorce	1204	Togo_Kan	BARK		k o ¹ k oː ¹⁵
287	tree bark	jóyⁿ	écorce	1204	Tommo_So	BARK		dʒ o ⁵ j ∼
288	tree bark	kú	écorce	1204	Tomo_Kan	BARK		k u ⁵
289	tree bark	kóbú	écorce	1204	Toro_So	BARK		k o ⁵ b u ⁵
290	tree bark	kǒw	écorce	1204	Toro_Tegu	BARK		k o ¹⁵ w
291	tree bark	tìmè_sábú	écorce	1204	Yanda_Dom	BARK		t i ¹ m e ¹ _ s a ⁵ b u ⁵
292	shell (of nut); bark (of tree)	yóórú	écorce	1204	Toro_So	BARK		j oː ⁵ r u ⁵
293	beard	sèmbò	barbe	678	Bangime	BEARD	Jenaama	s e ¹ m b o ¹
294	beard	bɛ᷈yⁿ	barbe	678	Bankan_Tey	BEARD		b ɛ ∼ ¹⁵¹ j ∼
295	beard	bɛ᷈yⁿ	barbe	678	Ben_Tey	BEARD		b ɛ ∼ ¹⁵¹ j ∼
296	beard	sɛⁿ_botii	barbe	678	Bozo_Debo	BEARD		s ɛ̃ ∼ _ b o t i i
297	beard	sɛⁿ_botii	barbe	678	Bozo_Korondougou_nord	BEARD		s ɛ̃ ∼ _ b o t i i
298	beard	suⁿ_buti	barbe	678	Bozo_Korondougou_sud	BEARD		s ũ ∼ _ b u t i
299	beard	cɛⁿ_botii	barbe	678	Bozo_Kotya	BEARD		tʃ ɛ̃ ∼ _ b o t i i
300	beard	coⁿ_botiiⁿ	barbe	678	Bozo_Tiema_Cewe	BEARD		tʃ o ∼ _ b o t i ĩ
301	beard	ʔɔ̀ndɔ́_kùlɛ̀	barbe	678	Bunoge	BEARD		ʔ ɔ ¹ n d ɔ ⁵ _ k u ¹ l ɛ ¹
302	beard	bɛ̂:ⁿ	barbe	678	Dogul_Dom	BEARD		b ɛ̃ː ∼ ⁵¹
303	beard	bɛ̀:_kèŋgèlé	barbe	678	Donno_So	BEARD		b ɛː ¹ _ k e ¹ ŋ ɡ e ¹ l e ⁵
304	beard	waare	barbe	678	Fulfulde	BEARD		w a a r e
305	beard	bɛ̀w_kúrɔ́	barbe	678	Jamsay	BEARD		b ɛ ¹ w _ k u ⁵ r ɔ ⁵
306	beard	ʃìmbò-cí	barbe	678	Jenaama	BEARD		ʃ i ¹ m b o ¹ + tʃ i ⁵
307	beard	bé:ⁿ_kùlɛ̀	barbe	678	Mombo	BEARD		b ẽː ∼ ⁵ _ k u ¹ l ɛ ¹
308	beard	bɛ̂:ŋgò	barbe	678	Najamba	BEARD		b ɛː ⁵¹ ŋ ɡ o ¹
309	beard	bɛ̀_bɛ᷈:	barbe	678	Nanga	BEARD		b ɛ ¹ _ b ɛː ¹⁵¹
310	beard	dɔ́mjɔ́_kùlɛ̀	barbe	678	Penange	BEARD		d ɔ ⁵ m dʒ ɔ ⁵ _ k u ¹ l ɛ ¹
311	beard	bɛ̀_bɛ̌w	barbe	678	Perge_Tegu	BEARD		b ɛ ¹ _ b ɛ ¹⁵ w
312	[n inal] beard	kà:bè	barbe	678	Songhai_Senni	BEARD		k aː ¹ b e ¹
313	beard	bèyà:_kúlà	barbe	678	Tebul_Ure	BEARD		b e ¹ j aː ¹ _ k u ⁵ l a ¹
314	beard	yéná_kùlèŋgé	barbe	678	Tiranige_Diga	BEARD		j e ⁵ n a ⁵ _ k u ¹ l e ¹ ŋ ɡ e ⁵
315	beard	bɛ̌	barbe	678	Togo_Kan	BEARD		b ɛ ¹⁵
316	beard	bɛ̀ɛ́	barbe	678	Tommo_So	BEARD		b ɛː ¹⁵
317	beard	byà:	barbe	678	Tomo_Kan	BEARD		b j aː ¹
318	beard	bɛ̌w	barbe	678	Toro_Tegu	BEARD		b ɛ ¹⁵ w
319	beard	béẁ_kúrú	barbe	678	Toro_So	BEARD		b e ⁵ w ¹ _ k u ⁵ r u ⁵
320	beard	bìyà_kùlà	barbe	678	Yanda_Dom	BEARD		b i ¹ j a ¹ _ k u ¹ l a ¹
321	beard	bɛ̌:	barbe	678	Yorno_So	BEARD		b ɛː ¹⁵
322	beard	cɛ̀ɲí	barbe	678	Bambara	BEAUTIFUL		tʃ ɛ ¹ ɲ i ⁵
323	pretty, beautiful	báákò	joli, beau, belle	1427	Bangime	BEAUTIFUL		b aː ⁵ k o ¹
324	pretty, beautiful	ɛ́sù-m	joli, beau, belle	1427	Bankan_Tey	BEAUTIFUL		ɛ ⁵ s u ¹ + m
325	pretty, beautiful	ɛ̀sú	joli, beau, belle	1427	Ben_Tey	BEAUTIFUL		ɛ ¹ s u ⁵
326	beard	cɛ̀ɲí	beau, joli	1427	Bozo_Hainyaxo	BEAUTIFUL		tʃ ɛ ¹ ɲ i ⁵
327	pretty, beautiful	sèlè	joli, beau, belle	1427	Bunoge	BEAUTIFUL		s e ¹ l e ¹
328	pretty, beautiful	nálì-yò	joli, beau, belle	1427	Dogul_Dom	BEAUTIFUL		n a ⁵ l i ¹ + j o ¹
329	pretty, beautiful	ɛ̀dú	joli, beau, belle	1427	Donno_So	BEAUTIFUL		ɛ ¹ d u ⁵
330	pretty, beautiful	lobb-	joli, beau, belle	1427	Fulfulde	BEAUTIFUL		l o b b +
331	pretty, beautiful	ɛju	joli, beau, belle	1427	Jamsay	BEAUTIFUL		ɛ dʒ u
332	good	māɲɔ̄wⁿ	bon	1427	Jenaama	BEAUTIFUL		m a ³ ɲ ɔ ³ w̃ ∼
333	pretty, beautiful	yá:gá	joli, beau, belle	1427	Mombo	BEAUTIFUL		j aː ⁵ ɡ a ⁵
334	pretty, beautiful	nálɛ́:	joli, beau, belle	1427	Najamba	BEAUTIFUL		n a ⁵ l ɛː ⁵
335	pretty, beautiful	ɛ̀sí	joli, beau, belle	1427	Nanga	BEAUTIFUL		ɛ ¹ s i ⁵
336	pretty, beautiful	yágá	joli, beau, belle	1427	Penange	BEAUTIFUL		j a ⁵ ɡ a ⁵
337	pretty, beautiful	ɛ̀sú	joli, beau, belle	1427	Perge_Tegu	BEAUTIFUL		ɛ ¹ s u ⁵
338	[n] beautiful thing or person	mù:l-íyà	chose ou personne jolie	1427	Songhai_Senni	BEAUTIFUL		m uː ¹ l + i ⁵ j a ¹
339	[adj] pretty, beautiful // 	sɔ̀wɔ̌:	joli, beau (belle)	1427	Songhai_Kiini	BEAUTIFUL		s ɔ ¹ w ɔː ¹⁵
340	pretty, beautiful	ɛ́dɛ̀:	joli, beau, belle	1427	Tebul_Ure	BEAUTIFUL		ɛ ⁵ d ɛː ¹
341	pretty, beautiful	yágá	joli, beau, belle	1427	Tiranige_Diga	BEAUTIFUL		j a ⁵ ɡ a ⁵
342	pretty, beautiful	sɛ́ⁿ	joli, beau, belle	1427	Togo_Kan	BEAUTIFUL		s ɛ ∼ ⁵
343	pretty, beautiful	ɛ̀sú	joli, beau, belle	1427	Tommo_So	BEAUTIFUL		ɛ ¹ s u ⁵
344	pretty, beautiful	ɛ̀dʒú	joli, beau, belle	1427	Toro_So	BEAUTIFUL		ɛ ¹ d ʒ u ⁵
345	pretty, beautiful	jɛ̀rⁿú	joli, beau, belle	1427	Toro_Tegu	BEAUTIFUL		dʒ ɛ ¹ r̃ ∼ u ⁵
346	pretty, beautiful	ɛ̀zù	joli, beau, belle	1427	Yanda_Dom	BEAUTIFUL		ɛ ¹ z u ¹
347	pretty, beautiful	ɛ̀zù	joli, beau, belle	1427	Yanda_Dom	BEAUTIFUL		ɛ ¹ z u ¹
348	pretty, beautiful	ɛ̀jú	joli, beau, belle	1427	Yorno_So	BEAUTIFUL		ɛ ¹ dʒ u ⁵
349	begin	dábɔ́	débuter, commencer, entamer	1806	Bambara	BEGIN		d a ⁵ b ɔ ⁵
350	begin	tììndà	commencer	1806	Bangime	BEGIN	Ben_Tey	t iː ¹ n d a ¹
351	begin, start (sth)	túmbí-rí	commencer (qch)	1806	Bankan_Tey	BEGIN		t u ⁵ m b i ⁵ + r i ⁵
352	begin, start (sth)	túmdí	commencer (qch)	1806	Ben_Tey	BEGIN		t u ⁵ m d i ⁵
353	begin	jóŋŋà	commencer (tr.)	1806	Bozo_Tiema_Cewe	BEGIN		dʒ o ⁵ ŋ ŋ a ¹
354	begin	jóppà	commencer (tr.)	1806	Bozo_Tiema_Cewe	BEGIN		dʒ o ⁵ p p a ¹
355	begin	dámìnɛ́	commencer, débuter, entamer	1806	Bozo_Tiema_Cewe	BEGIN		d a ⁵ m i ¹ n ɛ ⁵
356	begin, start (sth)	dɔ́gú-lɛ̀	commencer (qch)	1806	Bunoge	BEGIN		d ɔ ⁵ ɡ u ⁵ + l ɛ ¹
357	begin, start (sth)	tɔ́lɛ̀	commencer (qch)	1806	Dogul_Dom	BEGIN		t ɔ ⁵ l ɛ ¹
358	begin, start (sth)	tɔ́lɔ̀	commencer (qch)	1806	Donno_So	BEGIN		t ɔ ⁵ l ɔ ¹
359	begin	fuɗɗu-de	commencer	1806	Fulfulde	BEGIN		f u ɗ ɗ u + d e
360	begin, start (sth)	túmnó	commencer (qch)	1806	Gourou	BEGIN		t u ⁵ m n o ⁵
361	begin, start (sth)	túmnó	commencer (qch)	1806	Jamsay	BEGIN		t u ⁵ m n o ⁵
362	begin	ǹsīnì	commencer	1806	Jenaama	BEGIN		n ¹ s i ³ n i ¹
363	begin, start (sth)	dɔ́gɛ́	commencer (qch)	1806	Mombo	BEGIN		d ɔ ⁵ ɡ ɛ ⁵
364	begin, start (sth)	jàŋgí	commencer (qch)	1806	Najamba	BEGIN		dʒ a ¹ ŋ ɡ i ⁵
365	begin, start (sth)	tɔ́rɔ́	commencer (qch)	1806	Nanga	BEGIN		t ɔ ⁵ r ɔ ⁵
366	begin, start (sth)	núyⁿ	commencer (qch)	1806	Nanga	BEGIN		n u ⁵ j ∼
367	begin, start (sth)	dɔ́gú-lɛ̀	commencer (qch)	1806	Penange	BEGIN		d ɔ ⁵ ɡ u ⁵ + l ɛ ¹
368	begin, start (sth)	nɔ́:	commencer (qch)	1806	Perge_Tegu	BEGIN		n ɔː
369	begin, do for the first time	síntîn	commencer	1806	Songhai_Kiini	BEGIN		s i ⁵ n t i ⁵¹ n
370	begin, do for the first time	síntîn	commencer	1806	Songhai_Senni	BEGIN		s i ⁵ n t i ⁵¹ n
371	begin, start (sth)	tɔ́:	commencer (qch)	1806	Tebul_Ure	BEGIN		t ɔː
372	begin, start (sth)	túmbú-lɔ́	commencer (qch)	1806	Tiranige_Diga	BEGIN		t u ⁵ m b u ⁵ + l ɔ ⁵
373	begin, start (sth)	tɔ́rɔ́	commencer (qch)	1806	Togo_Kan	BEGIN		t ɔ ⁵ r ɔ ⁵
374	begin, start (sth)	tɔ́lɔ́	commencer (qch)	1806	Tommo_So	BEGIN		t ɔ ⁵ l ɔ ⁵
375	begin, start (sth)	dɛ̀wrú	commencer (qch)	1806	Toro_Tegu	BEGIN		d ɛ ¹ w r u ⁵
376	begin, start (sth)	tábí	commencer (qch)	1806	Toro_So	BEGIN		t a ⁵ b i ⁵
377	begin, start (sth)	nɔ́	commencer (qch)	1806	Yanda_Dom	BEGIN		n ɔ ⁵
378	begin, start (sth)	tɔ́lɔ́	commencer (qch)	1806	Yorno_So	BEGIN		t ɔ ⁵ l ɔ ⁵
379	begin, start (sth)	yó:	commencer (qch)	1806	Yorno_So	BEGIN		j oː ⁵
380	belly	kwé:	ventre	1251	Ampari	BELLY		k w eː ⁵
381	begin	fùrú	estomac	1806	Bambara	BELLY		f u ¹ r u ⁵
382	belly	kòrè	ventre	1251	Bangime	BELLY		k o ¹ r e ¹
383	belly	pìré	ventre	1251	Bankan_Tey	BELLY		p i ¹ r e ⁵
384	belly	pìré	ventre	1251	Ben_Tey	BELLY		p i ¹ r e ⁵
385	belly	nuu_baraha	ventre	1251	Bozo_Hainyaxo	BELLY		n u u _ b a r a h a
386	belly	nṵṵ	ventre	1251	Bozo_Korondougou_nord	BELLY		n u ∼ u ∼
387	belly	nṵṵ	ventre	1251	Bozo_Korondougou_sud	BELLY		n u ∼ u ∼
388	belly	nṵ	ventre	1251	Bozo_Pondori_nord	BELLY		n u ∼
389	belly	nṵṵ	ventre	1251	Bozo_Pondori_sud	BELLY		n u ∼ u ∼
390	belly	kusu	ventre	1251	Bozo_Tieyaxo	BELLY		k u s u
391	belly	dólè	ventre	1251	Bunoge	BELLY		d o ⁵ l e ¹
392	belly	bɛ̀rɔ́:	ventre	1251	Dogul_Dom	BELLY		b ɛ ¹ r ɔː
393	belly	bɛ̀rɛ̀_bɛ̀rɛ́	ventre	1251	Donno_So	BELLY		b ɛ ¹ r ɛ ¹ _ b ɛ ¹ r ɛ ⁵
394	belly	reedu	ventre	1251	Fulfulde	BELLY		r e e d u
395	belly	bɛrɛ	ventre	1251	Jamsay	BELLY		b ɛ r ɛ
396	belly	nù	ventre	1251	Jenaama	BELLY		n u ¹
397	belly	píjí	ventre	1251	Mombo	BELLY		p i ⁵ dʒ i ⁵
398	belly	kûl	ventre	1251	Najamba	BELLY		k u ⁵¹ l
399	belly	bèndé	ventre	1251	Nanga	BELLY		b e ¹ n d e ⁵
400	belly	jàŋgà	ventre	1251	Penange	BELLY		dʒ a ¹ ŋ ɡ a ¹
401	belly	bɛ̀rɛ́	ventre	1251	Perge_Tegu	BELLY		b ɛ ¹ r ɛ ⁵
402	[cpd n, DefSg] (sb’s) stomach // 	bɛ́:rǎ:	estomac (de qn) 	1251	Songhai_Kiini	BELLY		b ɛː ⁵ r aː ¹⁵
403	[n, often inal] stomach	fúttó	estomac	1251	Songhai_Senni	BELLY		f u ⁵ t t o ⁵
404	begin	kùusê	estomac	1806	Soninke	BELLY		k u ¹ u s e ⁵¹
405	belly	bɛ̀rǎ:	ventre	1251	Tebul_Ure	BELLY		b ɛ ¹ r aː ¹⁵
406	belly	pìndì	ventre	1251	Tiranige_Diga	BELLY		p i ¹ n d i ¹
407	belly	bǐn	ventre	1251	Togo_Kan	BELLY		b i ¹⁵ n
408	belly	bɛ̀rɛ́	ventre	1251	Tommo_So	BELLY		b ɛ ¹ r ɛ ⁵
409	belly	bìndì	ventre	1251	Tomo_Kan	BELLY		b i ¹ n d i ¹
410	belly	bèté	ventre	1251	Toro_Tegu	BELLY		b e ¹ t e ⁵
411	belly	bɛ̀dɛ̀	ventre	1251	Yanda_Dom	BELLY		b ɛ ¹ d ɛ ¹
412	belly	bɛ̀rɛ́	ventre	1251	Toro_So	BELLY		b ɛ ¹ r ɛ ⁵
413	belly	bɛ̀rɛ́	ventre	1251	Yorno_So	BELLY		b ɛ ¹ r ɛ ⁵
414	beside, at the side of (sth)	jéŋ-gà	à côté de (qch)	1816	Ampari	BESIDE		dʒ e ⁵ ŋ + ɡ a ¹
415	side	tāà	côté	1816	Bangime	BESIDE	Donno_So	t aː ³¹
416	beside, at the side of (sth)	kěrû	à côté de (qch)	1816	Bankan_Tey	BESIDE		k e ¹⁵ r u ⁵¹
417	beside, at the side of (sth)	wò	à côté de (qch)	1816	Ben_Tey	BESIDE		w o ¹
418	beside, at the side of (sth)	kúmà	à côté de (qch)	1816	Bunoge	BESIDE		k u ⁵ m a ¹
419	beside, at the side of (sth)	là:	à côté de (qch)	1816	Dogul_Dom	BESIDE		l aː ¹
420	beside, at the side of (sth)	dà:	à côté de (qch)	1816	Donno_So	BESIDE		d aː ¹
421	beside, at the side of (sth)	bannge	à côté de (qch)	1816	Fulfulde	BESIDE		b a n n ɡ e
422	beside, at the side of (sth)	dìî	à côté de (qch)	1816	Jamsay	BESIDE		d i ¹ i ⁵¹
423	beside, at the side of (sth)	báŋgù:ⁿ	à côté de (qch)	1816	Mombo	BESIDE	Fulfulde	b a ⁵ ŋ ɡ ũː ∼ ¹
424	beside, at the side of (sth)	sɔ̀n	à côté de (qch)	1816	Najamba	BESIDE		s ɔ ¹ n
425	beside, at the side of (sth)	gò	à côté de (qch)	1816	Nanga	BESIDE		ɡ o ¹
426	beside, at the side of (sth)	páŋ̀	à côté de (qch)	1816	Penange	BESIDE		p a ⁵ ŋ ¹
427	beside, at the side of (sth)	bélè	à côté de (qch)	1816	Perge_Tegu	BESIDE		b e ⁵ l e ¹
428	beside, at the side of (sth)	kèr	à côté de (qch)	1816	Songhai_Senni	BESIDE		k e ¹ r
429	beside, at the side of (sth)	kɛ́rɛ̀-gá	à côté de (qch)	1816	Songhai_Kiini	BESIDE		k ɛ ⁵ r ɛ ¹ + ɡ a ⁵
430	side	báŋŋè	côté	1816	Soninke	BESIDE	Fulfulde	b a ⁵ ŋ ŋ e ¹
431	beside, at the side of (sth)	nɛ̀	à côté de (qch)	1816	Tebul_Ure	BESIDE		n ɛ ¹
432	beside, at the side of (sth)	ŋà	à côté de (qch)	1816	Tiranige_Diga	BESIDE		ŋ a ¹
433	beside, at the side of (sth)	bɛ́:gɛ̀rɛ̀	à côté de (qch)	1816	Togo_Kan	BESIDE		b ɛː ⁵ ɡ ɛ ¹ r ɛ ¹
434	beside, at the side of (sth)	táŋá-nɛ	à côté de (qch)	1816	Tommo_So	BESIDE		t a ⁵ ŋ a ⁵ + n ɛ
435	beside, at the side of (sth)	kù	à côté de (qch)	1816	Toro_Tegu	BESIDE		k u ¹
436	beside, at the side of (sth)	nà	à côté de (qch)	1816	Yanda_Dom	BESIDE		n a ¹
437	beside, at the side of (sth)	gè-nɛ̀	à côté de (qch)	1816	Yorno_So	BESIDE		ɡ e ¹ + n ɛ ¹
438	betray	híílɛ́	tromper	1902	Bambara	BETRAY		h iː ⁵ l ɛ ⁵
439	betray (sb), renege on, fail to fulfill a promise to (sb)	dɔ̀ɡɔ̀rɔ̀	trahir (qn), ne pas tenir une promesse à (qn)	1902	Bangime	BETRAY		d ɔ ¹ ɡ ɔ ¹ r ɔ ¹
440	betray	jàmbí	tromper	1902	Ben_Tey	BETRAY	FUL	dʒ a ¹ m b i ⁵
441	betray	jàmbé	tromper	1902	Dogul_Dom	BETRAY	FUL	dʒ a ¹ m b e ⁵
442	betray	jamba	tromper	1902	Fulfulde	BETRAY	FUL	dʒ a m b a
443	betray	zàmá	tromper	1902	Gourou	BETRAY	FUL	z a ¹ m a ⁵
444	betray	jàmá	tromper	1902	Jamsay	BETRAY	FUL	dʒ a ¹ m a ⁵
445	trick, strategem, ruse	híílā	astuce, ruse, truc	1902	Jenaama	BETRAY		h iː ⁵ l a ³
446	betray	jàmbá	tromper	1902	Mombo	BETRAY	FUL	dʒ a ¹ m b a ⁵
447	betray	jámbɛ́	tromper	1902	Najamba	BETRAY	FUL	dʒ a ⁵ m b ɛ ⁵
448	betray	jàmbí	tromper	1902	Nanga	BETRAY	FUL	dʒ a ¹ m b i ⁵
449	betray	jàmbá	tromper	1902	Perge_Tegu	BETRAY	FUL	dʒ a ¹ m b a ⁵
450	betray	gòtó	tromper	1902	Soninke	BETRAY		ɡ o ¹ t o ⁵
451	[tr] deceive, dupe, betray (sb) // 	zàmbá	tromper, duper, trahir (qn)	1902	Songhai_Kiini	BETRAY	FUL	z a ¹ m b a ⁵
452	 [tr] deceive 	zàmbà	tromper	1902	Songhai_Senni	BETRAY	FUL	z a ¹ m b a ¹
453	betray	zàmbí	tromper	1902	Tebul_Ure	BETRAY	FUL	z a ¹ m b i ⁵
454	betray	jàmá	tromper	1902	Toro_So	BETRAY	FUL	dʒ a ¹ m a ⁵
