ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	ADD	COMMENT
1367	1367	carrion (meat or corpse of animal not properly slaughtered)	charogne (corps ou viande d'un animal non égorgé)	carrion	26.0.12.0.5.0	1686.0	18		???		carrion	
1370	1370	menstrual period	règles (de femme), état de menstruation	menstruation	11.0.13.0.1.0	635.0	18		MENSTRUATION			
1371	1371	tale (narrative)	conte (histoire)	tale, story	106.0.3.0.1.0	5321.0	18		STORY			
1372	1372	throw (e.g. stone)	jeter (pierre etc.)	throw	131.0.4.0.4.0	6569.0	18	1456	THROW	4		
1374	1374	it's false (untrue)	c'est faux	false 	103.0.5.0.4.0	5276.0	18		0			
1377	1377	witness (person)	témoin	witness	97.0.9.0.1.0	4805.0	18	1144	WITNESS	4		
1378	1378	laziness	paresse	laziness	117.0.14.0.3.0	5847.0	18		LAZY			
1379	1379	snap, break (thread, string, rope by pulling or biting)	casser, rompre (fil, corde, en tirant ou en mordant)	snap	138.0.11.0.1.0	6879.0	18	460	BREAK (OF ROPE)	4		
1382	1382	price	prix	price	113.0.8.0.1.0	5582.0	18	657	PRICE	2		
1383	1383	make large pile of, pile up (harvested crop)	entasser, faire un gros tas de (céréales etc. récoltées)	pile (large)	37.0.26.0.3.0	2340.0	18	1576	PILE UP	4		
1385	1385	learn, be trained	apprendre, avoir sa formation	learn	116.0.2.0.4.0	5695.0	18	504	LEARN	4		
1386	1386	stirrup	étrier	stirrup	4.0.8.0.1.0	122.0	18		???		stirrup	
1387	1387	aim at (target)	viser (cible)	aim	95.0.21.0.4.0	4737.0	18		???		aim	
1391	1391	anus	anus	anus	10.0.5.0.2.0	336.0	17	1935	ANUS	2		
1398	1398	fifteen	quinze	15.0	109.0.4.0.4.0	5402.0	17	1709	FIFTEEN	2		
1399	1399	granulate (sth), break up, cause to crumble	défaire (qch) en miettes ou en grains, émietter	break up, crumble	138.0.3.0.1.0	6827.0	17		???		crumble	
1402	1402	plead (verb only)	quémander (verbe seulement)	plead, beg	102.0.7.0.4.0	5135.0	17		???		plead, beg	
1403	1403	rinse (pots, bowls)	rincer (marmites, vaisselle)	rinse	158.0.5.0.3.0	7556.0	17	2904	RINSE	4		
1405	1405	scrub (wet clothing, in washing) such that two surfaces of the garment rub together back and forth	frotter (vêtement mouillé, en faisant le linge) de sorte que deux surfaces du vêtement se frottent dans les deux sens	scrub	158.0.3.0.3.0	7548.0	17	1449		4	scrub	
1274	1274	different, separate, apart	différent, séparé, d'part	different, apart, separate	80.0.9.0.1.0	4042.0	18	2504	DIFFERENT	4		separate concepts
1406	1406	lean back (e.g. on chair back)	se pencher en arrière (sur le dos d'une chaise, etc.)	lean back	12.0.6.0.4.0	722.0	17		???		lean	
1407	1407	honor, esteem, treat with great respect (sb)	honorer, considérer hautement (qn)	esteem, regard, honor	84.0.1.0.2.0	4132.0	17		RESPECT (NOUN)			
1408	1408	sister's child	enfant de la sœur	nephew, niece	78.0.9.0.7.0	3891.0	17		NIECE/NEPHEW			
1409	1409	snot (liquid, as from a cold)	morve (liquide, comme d'un rhume)	snot	10.0.24.0.8.0	541.0	17	208	NASAL MUCUS (SNOT)	4		
1410	1410	I am better than he	je vaux mieux que lui	better	169.0.2.0.1.0	7944.0	17		???		better	
1412	1412	think (of or about sth)	penser à, réfléchir (autour de qn)	think	116.0.6.0.3.0	5707.0	17	1513	THINK (BELIEVE)	4		
1414	1414	trick, ruse, stratagem	ruse, stratagème	trick, ruse, stratagem	96.0.7.0.1.0	4778.0	17	1902		4	trick (noun), ruse	
1417	1417	turn (e.g. jar, calabash, basket) upside down	renverser (qch), mettre le dessus dessous	flip, turn over, upside-down	146.0.16.0.3.0	7115.0	17	1445	TURN (SOMETHING)	4		
1419	1419	perform the pilgrimage to Mecca	faire le pèlerinage d'la Mecque	pilgrimage	87.0.10.0.1.0	4312.0	17		???		pilgrimage	
1420	1420	footprint	trace (de pied)	footprint	27.0.5.0.2.0	1730.0	17	318	FOOTPRINT	2		
1421	1421	pail	seau	pail	45.0.5.0.1.0	2524.0	17		BUCKET			
1422	1422	cast a spell on, bewitch, use black magic on (sb)	jeter un sort à, ensorceler (qn)	cast spell, bewitch	88.0.2.0.6.0	4370.0	17	118	BEWITCH	4		
1423	1423	chop (meat), cut (meat) with chopping (not slicing) motion	couper (viande) d'un coup vertical	chop	137.0.3.0.7.0	6767.0	17	2149	CHOP (INTO PIECES)	4		
1425	1425	airplane	avion	airplane	150.0.5.0.1.0	7381.0	17	1597	AIRPLANE	2		
1428	1428	lean on (cane), push down on (stick)	s'appuyer sur (canne), appuyer sur (bâton)	lean	130.0.1.0.2.0	6515.0	17		???		lean (verb)	
1429	1429	depth (of hole or well)	profondeur (de trou, de puits)	depth	69.0.9.0.5.0	3541.0	17	2534	DEPTH	4		
1319	1319	saw (tool, e.g. for sawing calabashes)	scie (qui sert d'scier les calebasses etc.)	saw	137.0.6.0.2.0	6784.0	18	1948	SAW	4		(verb)
1323	1323	sniff, smell (an odor)	flairer, sentir (une odeur)	sniff	123.0.2.0.2.0	6224.0	18	1586	SMELL (PERCEIVE)	4		same as HEAR
1431	1431	wheat	blé	wheat	36.0.2.0.9.0	2076.0	17	1077	WHEAT	2		
1432	1432	womb	matrice	womb	10.0.7.0.14.0	372.0	17	804	WOMB	2		
1434	1434	slow (adjective)	lent	slow	172.0.3.0.1.0	8094.0	17	701	SLOW	1		
1436	1436	tie a knot	faire un nœud	tie knot	125.0.4.0.1.0	6327.0	17		???		tie a knot	
1438	1438	sunset	coucher du soleil	sunset	59.0.6.0.2.0	3080.0	17	2295	SUNSET	2		
1439	1439	(sorceror) cast (a spell)	(sorcier) jeter (un sort)	cast spell	88.0.2.0.2.0	4366.0	17	211	CURSE	4	cast (verb)	
1345	1345	I want (sth)	je veux (qch)	want, like, love	118.0.3.0.3.0	5937.0	18		WANT			same as LIKE
1440	1440	fine (penalty)	amende	fine	96.0.2.0.2.0	4756.0	17	218	FINE (PENALTY)	4		
1441	1441	motor vehicle (truck, bus, car)	véhicule, voiture (camion, car, voiture)	vehicle	150.0.1.0.1.0	7372.0	17	2735	CAR (CLASSIFIER)	4		
1442	1442	saltlick, salty earth (licked by livestock)	terre salée (léchée par le bétail)	saltlick	33.0.9.0.8.0	1983.0	17		???		saltlick	
1443	1443	make (simple cord, by rolling one's hand over the fibers to twist them together)	fabriquer (corde simple, en roulant la main sur les fibres afin de les tordre ensemble)	twist	125.0.8.0.2.0	6361.0	17	734		4	make a rope by weaving	
1444	1444	banana	banane	banana	36.0.1.0.1.0	2059.0	17	868	BANANA	2		
1447	1447	vestibule, room or covered area just inside the outer door of a walled courtyard	vestibule, chambre ou espace couvert juste d'l'intérieur de la porte d'une cour	covered entryway, vestibule	54.0.11.0.1.0	2829.0	17	1450	ROOM	4		
1354	1354	play (e.g. guitar)	jouer de (guitare etc.)	play instrument	93.0.8.0.2.0	4570.0	18	1413		4		see above SPEAK
1454	1454	(garment) be in tatters, worn-out	(vêtement) ê. en haillons, usé	worn out, rag	16.0.20.0.2.0	1215.0	17		???		worn out, rag	
1458	1458	Sunday	dimanche	sunday	74.0.8.0.1.0	3772.0	17	1699	SUNDAY	2		
1459	1459	(mouse) nibble off a little bit of (a fruit)	(souris) enlever un peu de (fruit) en mordant légèrement	nibble	25.0.2.0.8.0	1558.0	17		???		nibble	
1460	1460	incise, make a long straight surface cut in the skin or surface of (sth, sb)	inciser, faire une longue coupure droite dans la peau ou la surface de	incise	137.0.5.0.1.0	6779.0	17		???		incise, slice	
1463	1463	slightly dilute (milk, cream of millet) with a little water	diluer (lait, crème de mil) légèrement avec de l'eau	dilute	23.0.6.0.3.0	1518.0	17		DILUTE			
1464	1464	description, definition (of sb or sth)	description, définition (de qn ou de qch)	description	102.0.17.0.3.0	5210.0	17		???		description	
1470	1470	simple outhouse for bathing and urinating (liquids drain into the street through a hole at base of wall)	douche simple pour se laver ou uriner (les liquides passent dans la rue d'travers un trou au bas du mur)	outhouse	54.0.26.0.1.0	2900.0	17		???		outhouse	
1472	1472	file (sth, with a metal file)	limer (qch)	file	139.0.6.0.1.0	6894.0	17		???		file (verb)	
1473	1473	potato	pomme de terre	potato	36.0.6.0.12.0	2146.0	17	593	POTATO	2		
1477	1477	boat (skiff)	pirogue	boat	150.0.4.0.1.0	7378.0	17	1844	CANOE	4		
1478	1478	holy day, religious holiday	fête (religieuse)	holy day	87.0.11.0.2.0	4316.0	17		???		holiday	
1481	1481	make noise, be noisy	faire du bruit	noise	122.0.2.0.2.0	6080.0	17	2895	MAKE NOISE	4		
1484	1484	small, flat, smooth grindstone on which cotton is ginned or kohl is ground (with an iron rolling pin)	petite pierre plate et lisse, sur laquelle on égrène le coton ou on écrase le khol (avec une barre roulante en fer)	grindstone	17.0.3.0.4.0	1260.0	17	1246		4	grindstone	
1485	1485	bring or take out (of a container, pocket, etc.)	sortir (qch, d'un récipient ou d'une poche)	take out	147.0.4.0.1.0	7250.0	17	692		4	take out	
1390	1390	slingshot	lance-pierres	slingshot	95.0.7.0.1.0	4672.0	17		SLING			*slingshot
1486	1486	motorcyle	motociclette	motorcycle	150.0.1.0.3.0	7374.0	17		MOTORCYCLE			
1487	1487	draw (a line)	tracer (ligne)	draw, trace	135.0.8.0.2.0	6684.0	17	1455		4	draw a line	
1488	1488	(lightning) flash	(éclair) briller	lightning, flash	60.0.2.0.2.0	3106.0	17	2377	FLASH (VERB)	4		
1489	1489	a lot, a large quantity	beaucoup, une grande quantité	much, a lot	111.0.1.0.3.0	5431.0	17		A LOT			
1490	1490	confine, lock up (sb, in prison)	enfermer (qn, en prison)	confine, lock up	97.0.10.0.2.0	4810.0	17	1281		4	imprison	
1492	1492	spread out, separate (legs, arms)	étendre (jambes, bras)	spread	65.0.3.0.8.0	3340.0	17	38	SPREAD OUT	4		
1497	1497	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	137.0.12.0.1.0	6808.0	17	275	PEEL	4		
1412	1412	think (of or about sth)	penser à, réfléchir (autour de qn)	think	116.0.6.0.3.0	5707.0	17	1415	THINK (REFLECT)	4		different concepts
1499	1499	papaya	papaye	papaya	36.0.1.0.6.0	2064.0	17	2445	PAPAYA	2		
1500	1500	end, limit	fin, bout, limite	end	77.0.4.0.8.0	3822.0	17	742	END (OF SPACE)	4		
1501	1501	(a) step, stride	(un) pas	step	146.0.29.0.7.0	7194.0	17	2065		4	stride, step (noun)	
1502	1502	make a trip, travel (to another village or town)	voyager (d'un autre village ou ville)	trip, voyage	146.0.1.0.7.0	7022.0	17	1391		4	travel	
1503	1503	headache	mal de tête	headache	98.0.14.0.4.0	4899.0	17		???		headache	
1505	1505	pinch (e.g. a child) painfully on the skin with one's fingernails	pincer la peau de (un enfant, etc.) avec les ongles pour lui faire mal	pinch	140.0.1.0.5.0	6900.0	17		PINCH			
1507	1507	mirror	miroir	mirror	119.0.14.0.1.0	6031.0	17	1171	MIRROR	2		
1510	1510	join, link (linear objects, at the ends)	lier (objets linéaires, aux bouts)	join, link, connect	125.0.3.0.1.0	6312.0	17	1743	JOIN	4		
1511	1511	Wednesday	mercredi	wednesday	74.0.4.0.1.0	3768.0	17	1694	WEDNESDAY	2		
1512	1512	escape, get free	s'évader, s'échapper	escape	170.0.4.0.1.0	8024.0	17	1615	ESCAPE	4		
1513	1513	poverty	pauvreté	poverty	114.0.3.0.1.0	5636.0	17		POOR			
1518	1518	Bambara	bambara	bambara	81.0.4.0.1.0	4060.0	17		???		Bamana person	
1437	1437	be ashamed (e.g. of an action)	avoir honte (par ex., d'un acte)	shame	117.0.24.0.1.0	5895.0	17	487	SHY	4		same concept
1520	1520	(amount) be left over, remain	(quantité) rester, ê. ce qui reste	remain	111.0.18.0.2.0	5520.0	17	987		4	leftovers	
1521	1521	blister (on skin)	ampoule (sur la peau)	blister	98.0.16.0.1.0	4915.0	17	1584	BLISTER	4		
1525	1525	European (white person)	européen (blanc)	european, white	81.0.10.0.1.0	4080.0	17		???		foreigner, European	
1527	1527	yes!	oui!	yes	175.0.1.0.1.0	8172.0	17	1268	YES	4		
1528	1528	keep (sth) for oneself	garder (qch) pour soi-même	keep	127.0.6.0.1.0	6427.0	17		KEEP			
1529	1529	son	fils (parenté)	son	78.0.9.0.5.0	3889.0	17	1620	SON	2		
1533	1533	loosen, slacken (rope)	détendre, relâcher (corde)	loosen, slacken	67.0.2.0.3.0	3392.0	17	1933	LOOSEN	4		
1535	1535	engage in studies, be a student, go to school	ê. étudiant, faire des études	study	116.0.2.0.1.0	5692.0	17		STUDY			
1536	1536	miss (target, e.g. with a shot)	rater (cible, par ex. avec un tir)	miss	27.0.11.0.1.0	1764.0	17	161	MISS (A TARGET)	4		
1539	1539	grow up	grandir	grow up	69.0.1.0.5.0	3460.0	17	552	GROW UP	4		
1543	1543	goiter (swollen thyroid due to iodine deficiency)	goitre (thyroïde gonflée due d'l'insuffisance d'iode)	goiter	98.0.13.0.8.0	4881.0	17	1957	GOITER	4		
1546	1546	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	139.0.4.0.1.0	6889.0	17	1767	SCRAPE	4		
1550	1550	rob (sb)	voler, dérober (qn)	rob, steal	96.0.4.0.2.0	4762.0	17	2073	ROB (VERB)	4		
1555	1555	ugly	vilain, laid	ugly	169.0.13.0.1.0	8002.0	17	1548	UGLY	2		
1556	1556	trash, garbage	ordures	trash	134.0.3.0.1.0	6655.0	17	909	GARBAGE	4		
1557	1557	rag rolled up as a cushion for a load carried on head	chiffon enroulé posé sur la tête sous une charge	cushion	148.0.5.0.1.0	7277.0	17		???		cushion	
1559	1559	gums (flesh on outside of base of teeth)	gencive (chair d'l'extérieur des dents)	gums	10.0.21.0.21.0	519.0	17	139	GUMS	4		
1560	1560	dye-er (as a trade, mainly with indigo)	teinturier (de métier, surtout avec l'indigo)	dye-er	152.0.6.0.2.0	7457.0	17		???		dyer caste	
1561	1561	read (sth)	lire (qch)	read	135.0.3.0.1.0	6670.0	17	724	READ	4		
1562	1562	until (time)	jusqu'd'(temps)	until	71.0.6.0.2.0	3641.0	17	2753	UNTIL	4		
1565	1565	lightning flash (seen in sky)	éclair (vu au ciel)	lightning, flash	60.0.2.0.1.0	3105.0	17		???		lightening	
1566	1566	tangle (e.g. rope) up	enchevêtrer, mélanger (corde etc.) dans le désordre	tangle	129.0.9.0.1.0	6510.0	17		???		tangle	
1568	1568	flint for lighter	silex de briquet	flint	35.0.4.0.2.0	2030.0	17		???		flint	
1572	1572	twelve	douze	12.0	109.0.4.0.2.0	5400.0	17	1707	TWELVE	2		
1575	1575	back of skull (above nape)	derrière du crâne (au-dessus de la nuque)	nape	10.0.22.0.3.0	523.0	17		NAPE (OF NECK)S			
1576	1576	slurp, noisily sip by sucking in (foam on top of tea)	siroter bruyamment, sucer (mousse de thé) d'grand bruit	slurp, sip, suck	21.0.3.0.1.0	1441.0	17		???		slurp	
1581	1581	braid (hair)	tresser (cheveux)	braid	19.0.1.0.6.0	1322.0	17	333	PLAIT	4		
1582	1582	clean thing	chose propre	clean	157.0.1.0.4.0	7517.0	17		CLEAN			
1585	1585	expensive	cher (couteux)	expensive	113.0.9.0.1.0	5589.0	17	1426	EXPENSIVE	2		
1586	1586	bullet	balle (de fusil)	bullet	95.0.12.0.1.0	4695.0	17	1114	BULLET	2		
1587	1587	get oneself ready to go	s'apprêter d'partir	ready, prepare	146.0.25.0.1.0	7159.0	17		???		prepare	
1588	1588	authorities, government	(le) Pouvoir, (les) autorités, gouvernement	authority, government	86.0.7.0.2.0	4235.0	17	815	GOVERNMENT	4		
1589	1589	tea-making gear (burner, kettle, etc.)	matériel d'thé (fourneau, théière, etc.)	tea gear	101.0.11.0.1.0	5102.0	17	854	KETTLE	4		
1593	1593	(e.g. belly) swell	(ventre) ê. gonflé	swell	69.0.5.0.1.0	3491.0	17	1573	SWELL	4		
1596	1596	zakat, Islamic tithe (alms tax, paid at the beginning of a new Islamic year)	zakat, dîme musulmane (aumône obligatoire payée au début d'une nouvelle année islamique)	tithe, zakat	87.0.9.0.2.0	4309.0	17		TAX			
1597	1597	bassam (expensive fabric for boubous)	basin (tissu cher pour les boubous)	fabric, bassam	16.0.5.0.4.0	1060.0	17		???		wax	
1598	1598	graft, plant by grafting (cassava, fig)	greffer, planter en greffant (manioc, figuier)	graft	37.0.17.0.1.0	2272.0	17	322		4	graft	
1601	1601	sniff, smell an odor	flairer, sentir une odeur	sniff	123.0.2.0.1.0	6223.0	17	375	SNIFF	4		
1602	1602	bottom, bottom part (of sth)	fond, partie inférieure (de qch)	bottom	14.0.1.0.2.0	824.0	17	690	BOTTOM	4		
1603	1603	dawn, sunrise	aube, lever du soleil	dawn, sunrise	59.0.5.0.2.0	3069.0	17	2296	SUNRISE	4		
1604	1604	(e.g. shoulder) get out of joint, be dislocated	(épaule etc.) ê. luxé, sortir (de son articulation)	dislocate	98.0.5.0.2.0	4850.0	17		DISLOCATE			
1605	1605	(bird) alight, perch (on a branch or on the ground)	(oiseau) se poser (sur une branche ou d'terre)	perch, alight	12.0.1.0.9.0	698.0	17	2966	PERCH (FISH)	4		
1554	1554	wash (pots, knives, etc.)	laver (marmites, couteaux, etc.)	wash	158.0.2.0.3.0	7543.0	17	1453	WASH	4		only for dishes
1607	1607	master (of slave)	maître (d'un esclave)	master	85.0.3.0.1.0	4177.0	17	383	MASTER	4		
1609	1609	Thursday	jeudi	thursday	74.0.5.0.1.0	3769.0	17	1693	THURSDAY	2		
1611	1611	gum arabic (resin from certain trees)	gomme arabique (résine de certains arbres)	gum arabic	15.0.5.0.1.0	892.0	17		RESIN		also sap	
1612	1612	small earthenware jar for carrying water (on the shoulder)	petit canari en terre cuite qui sert d'porter l'eau (sur l'épaule)	jar, waterjar	39.0.2.0.8.0	2400.0	17		JAR			
1615	1615	sulfur (used with gunpowder)	soufre (pour la poudre d'fusil)	sulfur, sulphur	95.0.13.0.4.0	4700.0	17		???		sulfur	
1616	1616	togu-na, central men's palaver (pow-wow) shed in village or neighbhorhood	togu-na, hangar de palavre central d'un village ou d'un quartier, pour les hommes	shed	54.0.3.0.2.0	2774.0	17		???		shed, shelter	
1619	1619	Friday	vendredi	friday	74.0.6.0.1.0	3770.0	17	1692	FRIDAY	2		
1620	1620	traditional soluble ink (used by holy men and by koranic school pupils)	encre soluble traditionelle (utilisée par les marabouts, et par les élèves d'école coranique)	ink	135.0.7.0.1.0	6681.0	17		???		ink	
1621	1621	Tuesday	mardi	tuesday	74.0.3.0.1.0	3767.0	17	1695	TUESDAY	2		
1622	1622	tickle (sb) 	chatouiller (qn)	tickle	92.0.5.0.1.0	4513.0	17		???		tickle	
1623	1623	profit, gain (noun)	bénéfice	profit, gain	113.0.14.0.2.0	5616.0	17	733		4	profit	
1624	1624	bunch, small pile (minimal unit of sale, e.g. of peanuts)	petit tas (unité de vente, d'arachides etc.)	bunch, pile	112.0.1.0.3.0	5536.0	17	1966	BUNCH	4		
1625	1625	knot	nœud	knot	125.0.4.0.2.0	6328.0	17	760	KNOT	2		
1627	1627	news (of sb)	nouvelles (de qn)	news	102.0.16.0.3.0	5198.0	17	2964	NEWS	4		
1629	1629	scrubber (for bathing)	frottoir (pour le bain)	scrubber	158.0.4.0.1.0	7553.0	17		???		sponge	
1630	1630	bicycle	vélo	bicycle	150.0.2.0.1.0	7375.0	17	747	BICYCLE	4		
1634	1634	faint, swoon, lose consciousness	s'évanouir	faint	11.0.8.0.1.0	599.0	17		???		faint	
1638	1638	grassland, meadow, savanna (potentially cultivated but presently uncultivated land)	pré, terrain, savanne (terrain non cultivé actuellement mais qu'on pourrait défricher afin d'y cultiver)	meadow, savanna	57.0.10.0.3.0	3000.0	17	2819	GRASSLAND	4		
1640	1640	follow (sb, sth)	suivre (qch, qn)	follow	146.0.23.0.1.0	7140.0	17	1085	FOLLOW	4		
1642	1642	congratulate (sb)	féliciter (qn)	congratulate	102.0.11.0.8.0	5164.0	17		???		congratulate	
1650	1650	(water) gush out (at a spring)	(eau) jaillir (d'une source)	gush	47.0.9.0.1.0	2596.0	17		???		gush	
1654	1654	make a promise, promise (sth, to sb)	faire une promesse, promettre (qch, d'qn)	promise	102.0.10.0.5.0	5153.0	17	1675	PROMISE	4		
1657	1657	(house) collapse, fall	(maison) s'effondrer, s'écrouler	collapse	149.0.3.0.3.0	7317.0	17	1280		4	collapse	
1658	1658	poke with one's finger or fingers moving laterally (person to wake him up, ear to dislodge wax)	donner des coups avec le bout d'un doigt ou de plusieurs doigts en mouvement latéral (qn pour le réveiller, l'oreille pour en enlever la cire)	poke	136.0.6.0.2.0	6731.0	17		???		poke	
1661	1661	I am happy	je suis content, heureux	happy	117.0.12.0.1.0	5832.0	17		HAPPY			
1662	1662	thirteen	treize	13.0	109.0.4.0.3.0	5401.0	17	1708	THIRTEEN	2		
1663	1663	dip deeply, soak (handful of food, in sauce)	tremper profondément, mouiller (tartine, dans la sauce)	dip	25.0.6.0.2.0	1573.0	17	2069	SOAK (VERB)	4		
1664	1664	hut (Fulbe style, with stalks)	case (style peul, d'tiges)	hut	54.0.2.0.1.0	2767.0	17	1678	HUT	4		
1667	1667	count (noun), counting	compte, fait de compter	count	109.0.8.0.3.0	5411.0	17	2945	COUNT (QUANTITY)	3		
1671	1671	daughter	fille (parenté)	daughter	78.0.9.0.6.0	3890.0	17	1357	DAUGHTER	2		
1672	1672	meeting, gathering	réunion, rassemblement	meeting, gathering	80.0.3.0.4.0	4013.0	17		???		meeting	
1638	1638	grassland, meadow, savanna (potentially cultivated but presently uncultivated land)	pré, terrain, savanne (terrain non cultivé actuellement mais qu'on pourrait défricher afin d'y cultiver)	meadow, savanna	57.0.10.0.3.0	3000.0	17	260	SAVANNA	4		same concept
1676	1676	grandfather (possessed)	grand-père (possessif)	grandfather	78.0.6.0.2.0	3861.0	17	2644	GRANDFATHER OR OLDER BROTHER	4		
1677	1677	(3Sg all-purpose subject pronominal)	(marque de sujet 3Sg)	3Sg subject	179.0.2.0.7.0	9608.0	17		HIM OR HER OR IT			
1681	1681	foot-pedal for weaver's loom	pédale de métier d'tisser	pedal	17.0.10.0.1.0	1282.0	17		???		pedal	
1682	1682	(well) cave in	(puits) s'effondrer	cave in	149.0.3.0.1.0	7315.0	17		???		cave  in	
1683	1683	render a legal judgement, decide a case	rendre un jugement, juger un cas	decide, judge	97.0.3.0.3.0	4786.0	17		???		judge (verb)	
1684	1684	no!	non!	no	175.0.2.0.1.0	8178.0	17	1269	NO	4		
1688	1688	later, afterward	plus tard, après	later, afterward	71.0.5.0.5.0	3636.0	17	477		4	later	
1690	1690	hammer (with straight wooden handle)	marteau (d'manche droit en bois)	hammer	154.0.7.0.1.0	7497.0	17	1481		4	hammer (verb)	
1691	1691	pity (noun)	pitié	pity	117.0.17.0.3.0	5856.0	17	1141	PITY	3		
1693	1693	dead person, corpse	(un) mort, (le) décédé, cadavre	corpse	9.0.3.0.1.0	255.0	17	767	CORPSE	4		
1700	1700	patience	patience	patience	117.0.5.0.4.0	5786.0	17		???		patience	
1704	1704	Monday	lundi	monday	74.0.2.0.1.0	3766.0	17	1697	MONDAY	2		
1705	1705	inheritance, legacy	héritage, legs	inheritance, legacy	121.0.5.0.3.0	6072.0	17		???		inheritance	
1707	1707	do forging, do a blacksmith's work	forger, faire le travail de forgeron	forge	154.0.1.0.1.0	7476.0	17		FORGE			
1710	1710	trust, have trust in (sb)	avoir confiance en (qn)	trust	80.0.5.0.2.0	4027.0	17		???		trust (verb)	
1711	1711	strong, powerful	fort, puissant	strong, powerful	86.0.1.0.5.0	4197.0	17	785	STRONG	4		
1711	1711	strong, powerful	fort, puissant	strong, powerful	86.0.1.0.5.0	4197.0	17	3001	POWERFUL	4		
1712	1712	blue	bleu	blue	160.0.5.0.3.0	7601.0	17	837	BLUE	2		
1713	1713	(people) go on collective hunt	(gens) aller d'la chasse collective	collective hunt	27.0.3.0.2.0	1724.0	17		???		collective hunt	
1714	1714	air (e.g. in tire)	air (dans un pneu, etc.)	air, atmosphere	60.0.6.0.11.0	3128.0	17	27	AIR	4		
1715	1715	go outside	sortir au dehors	go outside	63.0.4.0.1.0	3236.0	17		???		exit	
1716	1716	stop up, stuff, plug (e.g. a hole or crack in a wall)	boucher (par ex. un trou ou une fissure dans un mur)	stop up	126.0.6.0.1.0	6390.0	17		???		plug	
1719	1719	superimpose (verb only)	superposer (verbe seulement)	put on, superimpose	151.0.3.0.1.0	7401.0	17		???		stack	
1720	1720	cause to go out	faire sortir	exit, go out	146.0.9.0.2.0	7068.0	17		EXIT			
1723	1723	damage, harm, malfunction (noun)	fait d'ê. gâté, dommage	damage, malfunction	171.0.1.0.1.0	8057.0	17	1116	DAMAGE	4		
1724	1724	lid (e.g. for water jar)	couvercle (de canari, etc.)	lid	128.0.3.0.1.0	6443.0	17	2319	LID (COVER, CAP)	4		
